date,platform,spend,impressions,clicks
2024-09-19,Яндекс.Директ,75491,226473,9538
2024-04-29,ВКонтакте,10054,30162,900
2024-05-07,Яндекс.Директ,20916,41832,908
2024-10-23,Email-рассылка,61122,61122,1098
2023-08-17,Email-рассылка,84051,84051,3133
2024-09-05,Google Ads,85842,257526,4183
2024-12-05,Google Ads,24431,24431,835
2023-11-24,Яндекс.Директ,23870,71610,1879
2025-03-03,Поиск (organic),60308,120616,1556
2023-02-22,ВКонтакте,14887,14887,672
2024-01-02,ВКонтакте,15754,31508,1028
2025-01-28,Поиск (organic),55403,166209,3555
2024-07-23,Google Ads,91941,91941,3387
2024-07-08,Яндекс.Директ,92180,92180,3259
2023-09-09,ВКонтакте,96725,193450,5563
2024-11-28,Email-рассылка,7747,23241,444
2025-01-07,Яндекс.Директ,33728,33728,538
2023-01-28,Google Ads,26126,78378,3421
2023-04-12,Email-рассылка,9159,27477,1089
2023-11-11,Яндекс.Директ,44854,134562,5609
2023-12-27,Google Ads,80249,160498,7436
2024-01-11,Яндекс.Директ,17369,52107,1973
2024-09-30,Email-рассылка,73630,73630,2941
2025-02-18,Поиск (organic),67669,135338,6666
2023-06-20,ВКонтакте,40326,120978,3390
2024-06-02,Яндекс.Директ,16959,50877,1702
2024-08-23,Яндекс.Директ,99097,198194,4138
2023-04-08,Поиск (organic),71214,142428,6660
2023-11-13,Яндекс.Директ,71905,215715,4928
2024-10-10,Яндекс.Директ,40925,122775,5346
2023-07-23,Яндекс.Директ,99311,297933,11252
2023-03-12,Поиск (organic),82521,165042,6868
2024-04-13,Поиск (organic),61878,61878,1747
2024-05-05,Google Ads,87968,175936,7233
2023-10-26,Email-рассылка,26463,79389,2477
2024-11-21,Поиск (organic),13942,41826,1859
2023-12-21,Email-рассылка,67072,67072,2555
2023-02-21,ВКонтакте,47463,142389,4676
2024-08-05,Email-рассылка,85778,171556,2369
2025-01-26,Google Ads,50192,50192,1981
2023-11-29,Поиск (organic),3696,7392,327
2024-10-02,Яндекс.Директ,84578,169156,5639
2023-09-05,Яндекс.Директ,42818,128454,5913
2023-10-16,ВКонтакте,17221,17221,783
2024-06-29,Яндекс.Директ,43360,43360,1675
2024-08-16,ВКонтакте,19478,38956,1453
2024-03-28,Email-рассылка,27560,27560,1372
2024-12-03,Email-рассылка,70074,210222,4220
2025-01-05,Email-рассылка,23598,23598,568
2023-05-07,Email-рассылка,88857,177714,2410
2024-09-18,Google Ads,58102,116204,4180
2023-04-24,ВКонтакте,79985,79985,2433
2023-09-13,Яндекс.Директ,46161,138483,4066
2025-02-03,Email-рассылка,20870,62610,2333
2023-06-08,Яндекс.Директ,92050,276150,9869
2024-03-16,Email-рассылка,69665,139330,5083
2024-07-15,ВКонтакте,8970,8970,397
2024-08-22,Яндекс.Директ,67768,135536,3372
2023-02-20,Email-рассылка,40876,40876,1877
2023-08-22,Поиск (organic),34177,102531,1116
2024-07-08,ВКонтакте,62161,124322,2761
2023-10-15,Email-рассылка,75347,226041,9334
2024-05-15,ВКонтакте,96032,192064,3709
2025-02-03,ВКонтакте,9205,18410,184
2023-07-27,Яндекс.Директ,62997,188991,3124
2024-10-02,Email-рассылка,45374,136122,6493
2023-03-07,Email-рассылка,7861,15722,433
2024-12-20,Google Ads,24027,24027,696
2024-06-27,Email-рассылка,82297,246891,11181
2023-02-10,ВКонтакте,21988,65964,2394
2023-12-14,ВКонтакте,38068,38068,1362
2024-09-07,ВКонтакте,18829,37658,1527
2024-09-25,ВКонтакте,6757,6757,101
2023-07-22,ВКонтакте,72601,72601,3325
2023-05-07,Google Ads,49258,98516,2065
2024-01-10,Поиск (organic),71347,214041,3793
2023-07-08,Яндекс.Директ,77250,77250,1807
2023-03-22,Яндекс.Директ,75374,226122,9842
2024-01-30,ВКонтакте,8758,8758,320
2023-05-01,Поиск (organic),81074,81074,3692
2024-11-11,ВКонтакте,89167,178334,7402
2023-03-15,ВКонтакте,59973,179919,4528
2023-09-14,Яндекс.Директ,94041,94041,3351
2024-07-09,ВКонтакте,37430,112290,1805
2024-03-31,ВКонтакте,40938,40938,434
2025-03-11,ВКонтакте,75217,75217,1479
2024-10-21,Email-рассылка,95196,285588,2925
2024-07-10,Email-рассылка,51085,51085,974
2023-06-25,ВКонтакте,55506,166518,3705
2024-12-10,Яндекс.Директ,54329,162987,5996
2024-03-23,Email-рассылка,87412,174824,3519
2023-05-17,Яндекс.Директ,37760,37760,1166
2023-05-07,Яндекс.Директ,57997,173991,8313
2024-12-14,Поиск (organic),32410,97230,3761
2024-07-02,ВКонтакте,48345,96690,1776
2024-09-29,ВКонтакте,63568,127136,3470
2023-06-21,Яндекс.Директ,91938,91938,1432
2023-01-08,Google Ads,22640,45280,1178
2024-09-01,ВКонтакте,83517,83517,3982
2023-10-18,Поиск (organic),40367,80734,1096
2024-10-09,Поиск (organic),27302,81906,3296
2023-09-07,ВКонтакте,48055,96110,2879
2023-10-19,Поиск (organic),80315,240945,7930
2024-12-16,Email-рассылка,23809,47618,527
2024-03-31,Яндекс.Директ,90968,90968,1306
2023-08-31,Поиск (organic),89073,89073,3521
2023-05-02,Google Ads,21377,64131,1199
2023-01-24,Email-рассылка,30100,60200,2920
2023-02-15,Email-рассылка,97832,293496,10595
2024-02-07,ВКонтакте,64520,129040,4689
2024-05-27,Google Ads,79902,159804,2875
2023-01-25,Поиск (organic),97726,293178,7014
2023-01-08,ВКонтакте,41594,124782,1751
2025-01-28,ВКонтакте,8193,8193,280
2025-01-15,Яндекс.Директ,2646,5292,130
2024-11-01,ВКонтакте,97151,97151,2504
2023-02-04,Email-рассылка,75801,151602,5571
2023-07-10,Поиск (organic),43987,131961,4168
2023-03-04,Поиск (organic),26144,26144,934
2025-03-14,Email-рассылка,15594,46782,1245
2023-06-24,Email-рассылка,50449,50449,1569
2024-12-11,Google Ads,33918,101754,3264
2024-10-18,Google Ads,8981,17962,370
2023-09-05,Яндекс.Директ,43902,43902,1106
2023-09-26,ВКонтакте,8750,8750,335
2023-04-08,Google Ads,49375,49375,502
2023-05-29,Email-рассылка,59481,118962,2914
2023-04-27,Яндекс.Директ,32111,32111,445
2023-08-21,Яндекс.Директ,94247,282741,3352
2023-05-19,Поиск (organic),2284,4568,66
2024-04-02,Email-рассылка,36729,36729,417
2024-03-07,Email-рассылка,93609,93609,2002
2023-08-21,Поиск (organic),90634,271902,8200
2024-09-02,Google Ads,42149,84298,1090
2023-10-31,Яндекс.Директ,9674,19348,917
2023-12-12,Google Ads,45187,90374,2696
2023-03-24,Поиск (organic),74189,148378,3124
2025-03-21,Поиск (organic),74059,74059,3469
2023-01-06,ВКонтакте,8414,25242,1049
2023-05-25,Google Ads,80162,80162,989
2023-03-08,Google Ads,38570,38570,1895
2023-08-03,Email-рассылка,46391,139173,4490
2023-12-20,Google Ads,40639,121917,3172
2025-02-16,ВКонтакте,54944,164832,2473
2023-03-20,Google Ads,32646,65292,2242
2025-02-25,Google Ads,8626,17252,448
2024-04-09,Поиск (organic),45801,45801,757
2023-11-12,Яндекс.Директ,80880,80880,3411
2024-07-14,Email-рассылка,12067,12067,241
2023-08-06,ВКонтакте,36404,36404,977
2024-05-18,Поиск (organic),81276,243828,10624
2023-01-21,Google Ads,18116,36232,1553
2023-10-31,Поиск (organic),69496,69496,1827
2024-04-17,ВКонтакте,52254,104508,1075
2023-08-07,Google Ads,36978,73956,1704
2023-12-18,Email-рассылка,72888,72888,2086
2023-10-17,Яндекс.Директ,41214,123642,2461
2023-06-16,Email-рассылка,87358,174716,4630
2023-08-07,Google Ads,96065,288195,8972
2025-01-29,Поиск (organic),18091,36182,852
2023-01-11,ВКонтакте,52656,157968,5249
2023-07-12,Поиск (organic),12386,24772,1207
2024-05-02,ВКонтакте,4167,8334,255
2024-01-26,Яндекс.Директ,53011,106022,1414
2023-05-08,Google Ads,5723,11446,379
2024-09-17,Поиск (organic),28708,86124,3519
2024-10-04,Email-рассылка,2576,2576,94
2023-06-22,ВКонтакте,73495,73495,2626
2024-06-10,Google Ads,37262,74524,969
2025-03-23,Email-рассылка,72835,72835,2046
2023-08-31,Яндекс.Директ,18865,37730,1760
2024-08-22,Google Ads,75884,75884,1910
2023-04-08,Email-рассылка,48553,48553,1870
2023-04-04,Email-рассылка,98662,197324,6408
2023-12-04,Email-рассылка,1448,4344,141
2024-07-07,Google Ads,94044,188088,3325
2024-05-21,Поиск (organic),60414,60414,1314
2023-05-31,ВКонтакте,58618,58618,1788
2024-11-29,Google Ads,61490,61490,3062
2023-01-02,Email-рассылка,47640,95280,4617
2024-04-16,Яндекс.Директ,94995,284985,13274
2023-06-24,ВКонтакте,38834,116502,3353
2024-02-05,ВКонтакте,20433,20433,479
2024-11-20,Поиск (organic),33744,101232,2764
2023-01-04,Google Ads,16925,33850,1175
2023-06-25,Поиск (organic),61772,61772,1305
2025-02-01,Яндекс.Директ,13811,27622,292
2023-09-05,Google Ads,77567,155134,5640
2025-02-11,Email-рассылка,23587,70761,862
2023-09-05,ВКонтакте,56092,56092,2263
2024-11-22,Яндекс.Директ,74268,148536,3739
2024-06-17,Google Ads,79934,159868,6843
2024-08-20,Email-рассылка,59339,178017,3057
2023-01-18,Google Ads,98267,294801,3114
2023-08-02,Google Ads,20051,40102,528
2023-02-18,Поиск (organic),91172,91172,1268
2023-02-08,Поиск (organic),77675,77675,2703
2024-09-05,ВКонтакте,31320,31320,1361
2024-01-05,ВКонтакте,88073,264219,8041
2024-11-24,Яндекс.Директ,3237,9711,302
2025-02-25,Яндекс.Директ,98654,98654,1578
2023-06-15,Яндекс.Директ,44532,133596,6657
2023-05-10,Email-рассылка,3576,3576,167
2024-10-03,ВКонтакте,6553,6553,113
2025-01-11,Email-рассылка,76550,229650,3796
2023-01-12,Google Ads,46674,93348,4577
2024-04-21,Поиск (organic),61521,184563,8419
2023-09-30,Email-рассылка,71181,142362,3574
2024-09-29,Поиск (organic),71025,213075,6359
2024-03-25,Яндекс.Директ,65818,131636,4287
2023-10-24,Email-рассылка,29907,89721,3677
2023-02-15,Яндекс.Директ,4752,9504,192
2025-02-15,Email-рассылка,31671,63342,2565
2023-02-27,ВКонтакте,1512,4536,213
2023-12-12,Google Ads,23874,47748,988
2024-03-07,ВКонтакте,2942,8826,337
2024-10-16,Email-рассылка,77028,231084,7624
2024-07-12,Email-рассылка,82180,82180,2817
2024-01-31,ВКонтакте,66222,198666,4362
2024-05-24,Email-рассылка,46786,140358,6373
2024-08-16,ВКонтакте,35317,35317,568
2023-11-23,Поиск (organic),43035,43035,616
2024-08-05,Email-рассылка,38702,116106,4593
2023-01-25,Яндекс.Директ,31932,95796,2815
2023-12-15,ВКонтакте,86013,258039,7294
2024-06-02,Яндекс.Директ,83827,167654,3560
2024-09-26,ВКонтакте,89125,89125,2991
2024-09-24,Email-рассылка,39839,119517,2202
2024-04-09,ВКонтакте,5951,5951,128
2023-03-08,ВКонтакте,5235,15705,400
2024-06-22,ВКонтакте,95880,287640,4882
2023-06-14,Email-рассылка,88628,88628,3781
2025-02-26,Email-рассылка,23039,69117,2025
2025-01-10,Google Ads,60156,60156,821
2025-01-15,Поиск (organic),96646,96646,2742
2024-04-10,Google Ads,26459,26459,957
2024-01-24,Яндекс.Директ,11463,34389,1481
2023-06-26,ВКонтакте,11209,11209,498
2024-01-10,ВКонтакте,41665,83330,2763
2023-05-02,Email-рассылка,89452,178904,1976
2025-03-30,Яндекс.Директ,89057,178114,7863
2023-06-26,ВКонтакте,79632,159264,5641
2025-02-28,Яндекс.Директ,32033,32033,1090
2024-04-17,Email-рассылка,13185,39555,1442
2024-01-23,Поиск (organic),52408,104816,4035
2023-02-26,ВКонтакте,4782,4782,120
2024-08-21,Google Ads,61316,61316,2510
2023-08-17,Поиск (organic),20742,62226,2215
2025-03-01,Яндекс.Директ,69452,69452,1428
2023-05-06,Поиск (organic),70747,212241,4238
2024-12-18,ВКонтакте,95422,286266,12043
2023-08-17,Google Ads,89013,178026,2950
2024-09-14,ВКонтакте,24937,74811,857
2024-01-01,Поиск (organic),5816,17448,454
2023-01-02,Поиск (organic),5406,16218,210
2025-01-20,Google Ads,71575,214725,2867
2024-11-26,Google Ads,63928,127856,1980
2024-12-10,ВКонтакте,13664,27328,831
2025-01-17,Яндекс.Директ,20259,20259,739
2023-06-28,Поиск (organic),79689,79689,1710
2024-11-21,Google Ads,99890,299670,5496
2024-10-26,Google Ads,9154,18308,431
2023-02-14,ВКонтакте,60223,60223,1883
2024-02-09,Яндекс.Директ,89391,268173,4727
2024-12-12,Поиск (organic),30518,30518,504
2024-03-21,Яндекс.Директ,85749,85749,1655
2024-06-01,Email-рассылка,13514,13514,495
2024-08-11,Email-рассылка,62225,186675,9050
2024-10-18,ВКонтакте,55586,166758,5473
2023-12-07,ВКонтакте,50354,151062,2250
2024-04-30,Google Ads,75354,150708,5028
2023-12-25,Google Ads,81891,245673,8684
2024-06-23,Google Ads,25486,50972,1762
2024-03-01,Email-рассылка,90712,90712,1517
2024-02-25,Яндекс.Директ,7881,23643,497
2023-03-24,Email-рассылка,26485,26485,287
2023-03-24,Яндекс.Директ,81149,162298,2810
2023-11-30,Поиск (organic),19451,38902,1919
2023-02-17,ВКонтакте,39801,119403,1318
2024-08-26,Email-рассылка,16015,16015,196
2023-11-28,Google Ads,43201,129603,2286
2023-05-20,ВКонтакте,30323,90969,1711
2023-09-08,Email-рассылка,75118,225354,9136
2024-07-26,Email-рассылка,7223,7223,283
2024-02-29,Яндекс.Директ,31368,94104,1643
2024-07-15,Яндекс.Директ,27053,27053,847
2024-10-08,Поиск (organic),79913,79913,1075
2023-01-15,Поиск (organic),79210,158420,6537
2023-03-16,Яндекс.Директ,22806,45612,1450
2024-05-25,ВКонтакте,32151,96453,4343
2024-04-15,Google Ads,82725,248175,8803
2024-06-16,Email-рассылка,67269,67269,1586
2023-10-26,Email-рассылка,11125,11125,207
2024-01-03,Google Ads,75017,225051,4174
2024-11-24,Google Ads,24765,74295,2507
2024-01-26,Google Ads,65746,65746,2617
2023-11-09,Email-рассылка,7205,7205,315
2024-02-18,Google Ads,67526,67526,1838
2024-06-15,Яндекс.Директ,79165,158330,6182
2024-09-08,Яндекс.Директ,1057,2114,80
2024-10-19,Поиск (organic),69393,208179,7629
2023-01-15,Яндекс.Директ,89039,267117,6435
2023-08-19,Google Ads,57049,57049,972
2024-09-26,Email-рассылка,37901,75802,2877
2024-04-22,Email-рассылка,65998,131996,4276
2023-06-12,Поиск (organic),78294,156588,7161
2023-12-05,Яндекс.Директ,87497,174994,4946
2023-05-24,ВКонтакте,39669,119007,4310
2024-04-19,Email-рассылка,96312,288936,4067
2023-06-17,Email-рассылка,92966,185932,6270
2024-06-26,ВКонтакте,72591,217773,9500
2023-08-25,Поиск (organic),64384,64384,1226
2024-07-01,Поиск (organic),61092,183276,3383
2025-02-01,Поиск (organic),55491,110982,2345
2024-04-14,Яндекс.Директ,96627,96627,1620
2024-08-12,ВКонтакте,87499,262497,7892
2023-07-05,Поиск (organic),38541,38541,761
2023-05-20,Яндекс.Директ,98139,98139,2036
2023-10-15,Поиск (organic),88937,266811,10425
2024-12-09,Поиск (organic),83207,166414,1937
2023-02-27,ВКонтакте,49986,99972,1969
2024-06-07,Google Ads,42436,42436,1299
2024-02-01,Яндекс.Директ,81312,162624,7874
2024-09-07,ВКонтакте,71587,214761,7361
2024-03-17,Яндекс.Директ,7471,22413,957
2023-06-30,Google Ads,39941,79882,3059
2024-11-13,ВКонтакте,48930,48930,2149
2023-01-31,Поиск (organic),22632,67896,684
2023-07-26,Поиск (organic),10792,32376,449
2024-07-16,ВКонтакте,6155,18465,683
2023-04-24,Google Ads,21746,43492,1862
2023-02-27,Google Ads,30185,60370,1091
2024-08-20,Поиск (organic),43817,43817,1699
2023-04-22,ВКонтакте,72351,217053,7171
2023-03-22,Яндекс.Директ,56425,56425,1644
2023-08-31,ВКонтакте,14286,14286,623
2024-07-08,Email-рассылка,98130,98130,2953
2023-03-24,Яндекс.Директ,8502,8502,187
2023-09-27,Email-рассылка,45115,90230,4367
2025-01-18,ВКонтакте,50225,150675,3779
2023-09-25,ВКонтакте,52998,105996,2153
2025-02-13,Поиск (organic),87206,174412,2464
2024-10-08,Google Ads,29334,88002,3015
2025-02-13,ВКонтакте,50112,50112,923
2024-07-16,Поиск (organic),95119,285357,10820
2024-12-13,Яндекс.Директ,40927,122781,2061
2023-07-11,Яндекс.Директ,81070,81070,1427
2024-09-28,ВКонтакте,54155,108310,2666
2023-11-03,Email-рассылка,5907,5907,198
2023-08-15,Поиск (organic),86616,173232,7659
2023-02-10,Яндекс.Директ,35383,70766,883
2023-06-22,Яндекс.Директ,8210,24630,299
2023-01-09,ВКонтакте,48499,96998,1685
2023-05-12,Яндекс.Директ,44867,89734,4258
2023-01-08,ВКонтакте,49557,49557,1230
2023-05-17,Google Ads,61839,185517,4396
2023-06-02,Поиск (organic),88383,176766,3045
2023-07-08,Поиск (organic),68696,137392,1432
2025-03-25,Поиск (organic),38690,38690,1383
2023-01-16,Email-рассылка,35039,70078,2636
2023-01-24,ВКонтакте,87570,175140,5374
2024-09-17,Поиск (organic),11676,11676,514
2023-04-23,ВКонтакте,95928,191856,5488
2023-10-18,Google Ads,52755,158265,7803
2024-08-21,ВКонтакте,53569,160707,7336
2024-07-02,Email-рассылка,27004,81012,2181
2025-03-08,Яндекс.Директ,74121,148242,4176
2023-07-06,Яндекс.Директ,11536,23072,523
2024-04-25,Google Ads,42846,42846,468
2024-09-26,Google Ads,9364,18728,708
2024-09-21,Google Ads,1498,1498,71
2024-11-26,ВКонтакте,62549,125098,4692
2024-04-25,Поиск (organic),78811,236433,10608
2024-05-26,Email-рассылка,89026,267078,3507
2024-05-15,Google Ads,53168,53168,2206
2025-01-13,Яндекс.Директ,66293,132586,4034
2024-03-01,ВКонтакте,18183,54549,1731
2023-11-11,Email-рассылка,67540,135080,3761
2023-11-27,Email-рассылка,67958,203874,4251
2024-01-01,Google Ads,44398,44398,1904
2024-06-23,ВКонтакте,3045,6090,127
2023-10-20,Email-рассылка,25963,25963,465
2023-10-28,ВКонтакте,71546,71546,1533
2023-08-19,Google Ads,25723,77169,1356
2023-07-15,Яндекс.Директ,70946,70946,1125
2023-12-22,Google Ads,41189,41189,618
2024-11-16,Email-рассылка,90235,270705,13189
2024-02-08,Google Ads,5677,5677,84
2023-04-25,ВКонтакте,18468,55404,1674
2023-09-27,Яндекс.Директ,48336,48336,2073
2024-12-29,ВКонтакте,49476,148428,1936
2024-02-08,Поиск (organic),51771,51771,1254
2023-09-17,Email-рассылка,38878,116634,1930
2025-03-16,ВКонтакте,85476,85476,2313
2023-07-14,Яндекс.Директ,48803,48803,1166
2024-04-21,ВКонтакте,26299,26299,592
2023-11-12,Яндекс.Директ,4914,4914,138
2023-02-25,Яндекс.Директ,76707,230121,4801
2023-11-07,Яндекс.Директ,68931,206793,3957
2025-02-06,Яндекс.Директ,29704,29704,1147
2023-02-24,Google Ads,85859,85859,1171
2024-08-08,Google Ads,82779,248337,12411
2023-06-10,Email-рассылка,73477,73477,799
2023-10-05,ВКонтакте,57631,115262,4978
2024-06-13,Google Ads,23729,71187,1128
2023-02-06,Поиск (organic),76073,152146,6040
2025-02-11,Поиск (organic),96353,289059,13632
2024-02-11,Google Ads,10730,21460,329
2023-02-28,Email-рассылка,10482,10482,158
2024-06-24,Google Ads,9155,27465,868
2024-12-04,Google Ads,23125,69375,2552
2023-02-27,Email-рассылка,95379,286137,10588
2024-02-20,ВКонтакте,38162,114486,5006
2023-11-13,Поиск (organic),55270,165810,3758
2023-07-04,ВКонтакте,90028,270084,4609
2023-05-28,Google Ads,3853,7706,237
2023-11-21,Яндекс.Директ,57034,171102,3329
2024-12-11,Google Ads,13269,26538,702
2023-09-02,Email-рассылка,11582,23164,346
2023-07-13,Email-рассылка,23778,71334,3083
2023-12-17,Google Ads,93344,280032,9268
2024-08-27,Google Ads,58833,58833,1469
2023-03-30,Email-рассылка,18017,54051,1867
2023-06-29,Email-рассылка,7529,15058,683
2024-08-04,Email-рассылка,16700,33400,1439
2025-02-26,Email-рассылка,74651,74651,1134
2024-06-30,Яндекс.Директ,62348,187044,2881
2023-07-07,Яндекс.Директ,97724,195448,5873
2023-06-17,Поиск (organic),81360,244080,4353
2024-03-18,Поиск (organic),74285,222855,5109
2024-07-27,ВКонтакте,69591,69591,2017
2024-10-15,Google Ads,44980,134940,5186
2023-10-15,ВКонтакте,6401,6401,183
2024-10-27,Поиск (organic),91041,273123,4500
2025-01-13,Яндекс.Директ,14144,42432,1525
2024-11-03,Яндекс.Директ,53891,107782,5150
2023-10-22,Яндекс.Директ,74829,74829,928
2024-06-16,Email-рассылка,78988,157976,7839
2023-02-16,ВКонтакте,44637,44637,710
2023-09-03,Яндекс.Директ,64744,129488,4129
2024-10-14,ВКонтакте,41284,82568,3530
2023-05-07,Email-рассылка,30151,90453,1615
2024-11-30,Яндекс.Директ,95480,190960,3854
2023-01-03,ВКонтакте,56199,112398,2412
2023-12-03,Яндекс.Директ,79600,79600,2156
2023-01-21,Email-рассылка,61462,61462,1099
2023-04-06,ВКонтакте,65766,197298,2334
2023-12-14,Яндекс.Директ,64781,194343,2638
2024-03-19,Google Ads,85177,170354,2428
2024-01-05,Поиск (organic),36504,73008,2013
2024-03-25,Поиск (organic),82030,164060,6394
2024-10-01,Email-рассылка,29623,88869,3761
2024-08-09,Яндекс.Директ,57516,172548,3351
2024-03-12,Email-рассылка,12580,37740,1519
2024-09-17,Email-рассылка,97694,195388,8016
2023-02-12,Яндекс.Директ,89280,178560,6974
2024-11-21,ВКонтакте,36598,109794,4008
2024-01-10,Google Ads,31435,62870,1102
2024-07-13,Поиск (organic),30136,30136,814
2023-10-19,Google Ads,58912,176736,8054
2024-06-05,ВКонтакте,15368,46104,1886
2023-09-01,Email-рассылка,53752,107504,4927
2025-01-18,Яндекс.Директ,57772,57772,1176
2023-11-16,ВКонтакте,63522,63522,2748
2023-02-21,Email-рассылка,53291,159873,7170
2023-11-19,Google Ads,99781,99781,4079
2024-12-22,Поиск (organic),23630,47260,932
2023-11-17,Яндекс.Директ,77379,154758,6922
2023-05-14,Google Ads,26929,26929,1302
2023-03-14,Поиск (organic),57011,171033,4726
2023-09-19,Email-рассылка,2047,4094,156
2024-10-23,Email-рассылка,46755,46755,2119
2024-08-18,ВКонтакте,23375,46750,2235
2023-10-16,Яндекс.Директ,71469,71469,3128
2023-09-01,Поиск (organic),57314,171942,7146
2025-02-09,Яндекс.Директ,62866,62866,955
2023-08-27,Email-рассылка,20632,20632,798
2025-02-24,Email-рассылка,93954,187908,6483
2023-02-17,Email-рассылка,77392,232176,5525
2025-02-22,Поиск (organic),86140,172280,2262
2023-08-02,Google Ads,88076,264228,8155
2024-06-27,Email-рассылка,55344,55344,1447
2023-10-02,Поиск (organic),10588,31764,603
2023-12-24,Google Ads,30898,92694,3157
2023-11-01,Яндекс.Директ,87917,87917,3415
2025-01-27,Яндекс.Директ,64378,64378,3035
2024-08-02,Яндекс.Директ,48838,97676,3056
2023-11-20,ВКонтакте,98156,294468,7610
2024-10-13,Google Ads,75216,75216,3128
2023-03-10,Поиск (organic),65837,131674,5828
2023-08-12,Email-рассылка,74315,148630,7153
2024-06-11,Яндекс.Директ,74608,149216,2253
2024-05-06,Google Ads,59123,118246,3677
2023-04-06,Google Ads,41014,123042,6095
2024-01-17,Google Ads,22018,44036,696
2025-01-04,Email-рассылка,71730,215190,9588
2023-04-16,Google Ads,98401,196802,3779
2025-02-26,Поиск (organic),87695,175390,6820
2024-09-05,Яндекс.Директ,66532,199596,8988
2025-02-11,ВКонтакте,5491,10982,157
2025-02-16,Поиск (organic),88040,88040,4378
2024-12-16,Яндекс.Директ,23860,71580,1836
2023-09-04,Яндекс.Директ,19760,59280,1775
2024-08-03,ВКонтакте,24787,49574,964
2023-01-02,ВКонтакте,40872,40872,1923
2025-01-18,ВКонтакте,35737,35737,1222
2024-07-09,Email-рассылка,25326,50652,1988
2023-07-12,Яндекс.Директ,44978,44978,804
2025-01-31,Яндекс.Директ,66125,198375,9393
2023-12-25,Google Ads,13363,40089,1808
2024-10-11,Яндекс.Директ,92670,92670,3533
2025-03-23,Поиск (organic),76339,229017,3603
2024-10-02,Email-рассылка,30666,30666,475
2024-11-15,Email-рассылка,99396,99396,4871
2023-10-16,Email-рассылка,20812,20812,313
2023-09-21,Поиск (organic),67418,202254,9316
2023-08-31,Поиск (organic),26692,53384,950
2024-01-07,Яндекс.Директ,22702,22702,756
2024-09-22,ВКонтакте,75886,75886,949
2023-06-02,Email-рассылка,58428,175284,8677
2023-07-02,ВКонтакте,79188,237564,8423
2024-11-09,Поиск (organic),49007,147021,1537
2024-06-04,Поиск (organic),86403,86403,2444
2024-05-11,Яндекс.Директ,77614,155228,3568
2023-07-22,Поиск (organic),96376,96376,1586
2025-03-17,ВКонтакте,83394,250182,9355
2023-11-11,Поиск (organic),79708,159416,2717
2023-04-08,Google Ads,35089,105267,3495
2025-01-28,Яндекс.Директ,57844,115688,1670
2023-01-22,Google Ads,37559,75118,788
2023-09-07,Email-рассылка,82555,82555,1795
2023-02-18,Поиск (organic),83476,83476,1596
2025-02-15,Google Ads,78380,156760,7104
2024-08-14,ВКонтакте,74787,74787,803
2024-09-29,Email-рассылка,9513,19026,461
2023-01-25,Поиск (organic),17964,35928,1757
2023-05-17,Google Ads,7816,7816,170
2024-04-26,Google Ads,72870,218610,10700
2025-01-20,Email-рассылка,87211,87211,3627
2023-12-12,ВКонтакте,61526,123052,2200
2023-02-11,Google Ads,65677,131354,2950
2025-02-01,Поиск (organic),47572,95144,2084
2023-03-02,ВКонтакте,47039,141117,4148
2023-04-12,Поиск (organic),8598,25794,1103
2024-04-12,ВКонтакте,86802,260406,6980
2024-10-13,Google Ads,35995,35995,445
2024-02-04,Email-рассылка,63640,63640,2423
2024-12-07,Яндекс.Директ,97110,291330,10918
2023-09-20,Яндекс.Директ,94108,282324,11058
2023-09-06,Google Ads,34599,34599,1318
2024-11-21,Яндекс.Директ,24003,24003,1002
2024-04-23,Яндекс.Директ,9036,9036,197
2024-09-27,ВКонтакте,47676,95352,1918
2023-02-02,Яндекс.Директ,18600,37200,1638
2024-07-10,ВКонтакте,14859,44577,1007
2023-05-07,Яндекс.Директ,98710,296130,5121
2024-02-19,Поиск (organic),33326,66652,1244
2023-11-21,Поиск (organic),9020,18040,207
2023-02-27,Поиск (organic),46533,93066,3031
2023-04-08,Поиск (organic),38439,76878,1723
2024-02-25,ВКонтакте,18068,54204,1197
2025-01-07,ВКонтакте,42414,127242,1640
2025-03-02,Email-рассылка,92056,276168,6007
2024-08-03,Email-рассылка,49013,98026,3045
2024-11-23,ВКонтакте,29765,89295,3223
2024-02-28,Поиск (organic),16306,48918,679
2024-03-05,Google Ads,73325,219975,4693
2023-11-05,Email-рассылка,16162,32324,783
2023-01-30,Яндекс.Директ,25080,75240,1755
2023-12-29,Email-рассылка,17396,52188,824
2024-06-04,ВКонтакте,55616,111232,1592
2024-02-06,Email-рассылка,66554,133108,3070
2023-02-20,Поиск (organic),31476,62952,729
2023-09-04,Google Ads,35140,35140,695
2023-01-30,ВКонтакте,9266,9266,267
2024-01-18,Поиск (organic),5058,15174,526
2023-01-20,ВКонтакте,83085,83085,2700
2024-10-12,Google Ads,30621,91863,1753
2023-05-13,ВКонтакте,21250,63750,3110
2023-09-21,ВКонтакте,82581,247743,11339
2023-12-01,ВКонтакте,29883,89649,2489
2023-10-10,ВКонтакте,64062,192186,3223
2024-06-05,Google Ads,18717,56151,1506
2024-09-17,Поиск (organic),44771,44771,566
2024-08-07,Email-рассылка,93055,186110,4718
2024-07-30,Email-рассылка,21324,21324,746
2024-01-30,Google Ads,72929,145858,6812
