client_id,recency,frequency,monetary
user_3302,22,9,203760
user_3303,224,5,103875
user_3304,169,10,212324
user_3305,102,9,268848
user_3306,431,3,94112
user_3307,137,1,11962
user_3308,42,8,235005
user_3309,314,1,35770
user_331,47,9,240172
user_3310,215,3,107608
user_3312,44,10,236014
user_3313,208,10,223871
user_3314,485,1,46705
user_3315,13,10,190190
user_3316,296,3,51783
user_3317,7,7,111985
user_3318,134,5,129479
user_332,2,7,166154
user_3320,694,1,37726
user_3321,46,9,253385
user_3322,37,5,126650
user_3323,337,3,85638
user_3324,25,10,280653
user_3325,172,6,97363
user_3326,224,6,195353
user_3327,256,4,104764
user_3328,248,1,26217
user_3329,12,5,108565
user_333,27,10,223486
user_3330,107,8,170056
user_3331,155,5,114432
user_3332,3,10,210328
user_3333,180,5,68601
user_3334,171,10,302783
user_3335,228,3,104117
user_3336,104,5,51362
user_3337,32,3,91119
user_3338,288,3,88061
user_334,104,10,166141
user_3340,581,2,34581
user_3341,21,9,225072
user_3342,19,6,158463
user_3343,439,2,58813
user_3344,207,3,65128
user_3345,249,6,161786
user_3346,189,6,160005
user_3348,97,8,181437
user_3349,292,2,55040
user_335,22,6,104630
user_3350,16,5,101897
user_3351,169,3,20846
user_3352,7,3,52135
user_3353,33,8,214402
user_3354,226,5,128398
user_3356,24,5,152959
user_3357,533,3,95518
user_3358,81,9,239989
user_3359,226,4,49944
user_336,252,3,77984
user_3360,78,6,178619
user_3361,73,5,133752
user_3362,191,6,136036
user_3363,6,10,214303
user_3364,1,7,166813
user_3365,25,6,141944
user_3366,9,8,210343
user_3367,252,3,96338
user_3368,5,9,243817
user_3369,360,7,104821
user_337,138,2,18958
user_3370,211,2,48593
user_3371,64,8,268287
user_3372,99,10,252746
user_3373,1,7,273153
user_3374,70,7,226693
user_3375,11,8,156232
user_3376,397,2,78954
user_3377,55,5,120294
user_3378,54,10,159378
user_3379,94,3,104176
user_338,13,7,191145
user_3380,103,3,107581
user_3381,77,7,123224
user_3382,247,3,77462
user_3384,338,5,144120
user_3385,118,9,298857
user_3386,113,7,107640
user_3387,249,4,85163
user_3388,435,5,89510
user_3389,74,10,245875
user_3390,39,7,149635
user_3391,107,10,301504
user_3392,59,9,220393
user_3393,4,4,51030
user_3394,38,3,60671
user_3395,24,10,329249
user_3396,23,7,163062
user_3397,531,3,53874
user_3399,202,10,233205
user_34,4,7,175704
user_340,166,7,169176
user_3400,325,1,34237
user_3401,22,7,126820
user_3402,57,7,167448
user_3403,340,3,47494
user_3404,44,4,84912
user_3405,7,9,200081
user_3406,20,9,245774
user_3407,353,2,69159
user_3408,74,3,100761
user_3409,333,6,141062
user_341,17,3,87314
user_3410,120,6,234640
user_3411,138,5,80684
user_3412,85,3,71875
user_3413,26,2,44421
user_3415,125,3,80239
user_3416,134,7,204999
user_3417,809,1,27875
user_3418,312,3,81658
user_3419,455,5,182683
user_342,427,4,91397
user_3420,110,7,205854
user_3421,3,8,205968
user_3422,279,6,199122
user_3423,79,3,89024
user_3424,122,10,191554
user_3425,115,4,133296
user_3426,85,7,185642
user_3427,627,1,8818
user_3428,400,1,33255
user_3429,225,4,102663
user_343,21,6,135871
user_3430,27,7,161632
user_3431,211,5,161795
user_3432,13,9,165108
user_3434,141,4,135435
user_3435,35,9,125916
user_3436,91,10,220317
user_3437,127,7,239686
user_3438,149,2,95481
user_3439,471,5,142521
user_344,279,9,184141
user_3440,243,5,142515
user_3441,129,9,156537
user_3442,122,9,232236
user_3443,60,9,228335
user_3445,122,7,151666
user_3446,145,8,202533
user_3448,57,6,142689
user_3449,653,2,40832
user_345,45,6,140321
user_3450,7,9,195523
user_3451,220,10,243928
user_3452,101,3,92645
user_3454,457,2,23331
user_3455,3,8,266539
user_3457,11,6,95537
user_3458,70,7,152478
user_3459,54,8,225447
user_3460,68,8,178447
user_3461,214,4,129613
user_3462,293,1,25892
user_3463,90,9,202543
user_3464,250,2,89854
user_3465,14,6,146150
user_3466,38,10,245297
user_3468,67,6,181851
user_3469,156,9,129239
user_347,255,2,52553
user_3470,13,4,142438
user_3471,39,8,203028
user_3472,261,3,66693
user_3474,151,4,105654
user_3475,124,7,169112
user_3476,313,5,155285
user_3477,60,8,238011
user_3478,136,10,275691
user_3479,48,2,65008
user_348,280,2,39282
user_3480,63,8,184130
user_3481,336,8,193365
user_3482,196,5,176076
user_3483,5,6,122135
user_3484,8,7,132142
user_3485,49,9,277296
user_3486,21,7,221617
user_3487,107,5,114847
user_3488,45,2,64940
user_3489,46,3,80938
user_349,393,3,48835
user_3490,219,9,262071
user_3491,128,1,30412
user_3492,98,2,56533
user_3493,26,7,132759
user_3494,265,8,181480
user_3495,309,3,100831
user_3496,60,6,112158
user_3498,99,7,114955
user_3499,36,10,221323
user_35,19,6,122744
user_350,63,3,99566
user_3502,360,6,136781
user_3504,215,5,102226
user_3505,19,1,34065
user_3506,10,9,231752
user_3507,523,1,29069
user_3508,47,7,196422
user_3509,29,6,171274
user_351,42,3,10945
user_3510,77,9,257743
user_3511,107,8,219897
user_3512,559,2,75127
user_3513,553,5,144023
user_3514,12,4,91844
user_3515,98,10,208361
user_3516,19,10,243781
user_3517,75,1,27849
user_3518,277,1,11764
user_3519,20,10,251144
user_3520,72,10,291619
user_3521,371,4,83382
user_3522,319,4,93825
user_3523,478,1,10962
user_3524,17,7,153964
user_3525,652,1,41407
user_3526,35,9,253603
user_3527,53,6,79077
user_3528,196,4,51397
user_3529,69,6,145987
user_353,7,9,240747
user_3530,220,10,246283
user_3531,58,10,257787
user_3532,296,10,275692
user_3533,46,5,157404
user_3534,114,3,62572
user_3535,82,7,141358
user_3536,34,10,205703
user_3537,108,7,128489
user_3538,31,7,176315
user_3539,212,4,78529
user_354,246,2,63512
user_3540,55,7,223368
user_3541,156,8,266344
user_3542,37,3,61432
user_3544,165,5,119287
user_3545,15,5,148544
user_3546,5,8,218007
user_3547,71,4,82562
user_3548,96,3,69099
user_3549,43,7,184590
user_355,115,1,14277
user_3550,10,8,210036
user_3551,461,2,39651
user_3552,299,5,102587
user_3553,90,3,30644
user_3554,29,10,285487
user_3555,89,6,154017
user_3556,169,2,84647
user_3558,128,4,98968
user_3559,30,10,218851
user_356,142,9,196683
user_3561,451,2,25028
user_3562,26,5,122203
user_3563,32,4,97496
user_3564,28,3,91678
user_3566,43,5,109446
user_3567,50,2,37305
user_3568,123,8,173263
user_3569,191,3,63861
user_357,35,9,321648
user_3570,311,3,73962
user_3571,261,2,59889
user_3572,6,7,110558
user_3574,107,6,171753
user_3575,45,3,92962
user_3576,128,8,215663
user_3577,13,6,114498
user_3578,502,7,179164
user_3579,68,8,220213
user_358,26,10,284167
user_3580,175,10,234414
user_3582,53,4,78588
user_3584,10,6,130430
user_3586,85,6,177227
user_3588,261,4,122609
user_3589,393,1,2934
user_359,76,8,212474
user_3590,298,3,76533
user_3591,586,5,158377
user_3592,68,9,197356
user_3593,440,4,131504
user_3594,80,6,87924
user_3595,117,1,37218
user_3596,190,7,201189
user_3597,201,2,23992
user_3598,213,9,248181
user_3599,446,1,41975
user_36,136,3,102636
user_360,742,1,45385
user_3600,67,8,208828
user_3601,35,4,120921
user_3602,17,10,310472
user_3603,188,5,163691
user_3604,2,9,248129
user_3605,14,6,124913
user_3606,524,2,34705
user_3607,213,1,38810
user_3608,19,6,150440
user_3609,62,9,263936
user_361,455,2,77008
user_3610,113,3,84803
user_3611,102,4,112819
user_3612,94,7,238558
user_3613,188,6,110448
user_3614,58,4,103342
user_3615,88,4,54285
user_3616,67,9,180143
user_3617,22,6,168057
user_3618,3,7,91781
user_3619,152,10,203285
user_362,535,2,68039
user_3620,65,6,194309
user_3621,7,5,124893
user_3622,14,7,132796
user_3623,519,3,61426
user_3624,79,5,133404
user_3625,43,10,231736
user_3626,47,5,136604
user_3627,114,5,135636
user_3629,52,6,194754
user_363,68,10,243862
user_3630,135,4,81699
user_3632,97,4,122970
user_3633,58,8,201628
user_3635,302,3,115662
user_3636,70,5,123515
user_3637,34,6,152591
user_3638,485,6,149747
user_3639,7,2,17521
user_364,46,3,73641
user_3640,91,8,221872
user_3641,409,2,54062
user_3642,77,7,173866
user_3643,3,8,182075
user_3644,201,6,171403
user_3645,7,9,249852
user_3646,90,3,78489
user_3647,185,5,122198
user_3648,15,10,249096
user_3649,24,7,171881
user_365,51,10,312906
user_3650,204,6,160971
user_3651,43,8,213916
user_3652,212,2,25718
user_3653,1,4,121270
user_3654,167,10,258531
user_3655,21,10,300689
user_3657,78,8,224933
user_3658,198,4,109943
user_3659,582,4,98332
user_366,81,6,149242
user_3660,284,8,176466
user_3661,92,10,222676
user_3662,76,10,227009
user_3663,212,6,150916
user_3664,66,4,140615
user_3665,723,1,15571
user_3666,9,7,174376
user_3668,8,9,209408
user_3669,57,5,151892
user_367,12,10,227668
user_3670,97,9,201332
user_3671,157,7,169243
user_3672,93,8,207863
user_3673,350,1,23637
user_3674,16,2,52721
user_3675,725,1,42707
user_3676,30,7,210655
user_3677,36,2,75695
user_3678,164,9,200374
user_3679,31,9,276173
user_368,339,5,92385
user_3680,67,8,186433
user_3681,137,9,241736
user_3682,201,5,76960
user_3683,41,8,199370
user_3684,54,7,101740
user_3685,59,9,163186
user_3686,445,1,21775
user_3687,317,6,132576
user_3688,55,10,347161
user_3689,91,10,216826
user_3690,44,8,211295
user_3691,420,1,13977
user_3692,540,2,58951
user_3693,223,3,92538
user_3694,199,2,87113
user_3695,259,2,35693
user_3696,29,9,336332
user_3697,45,6,132554
user_3698,70,5,110941
user_3699,403,1,35468
user_37,25,9,203402
user_370,190,3,39890
user_3701,42,8,147854
user_3702,4,6,142698
user_3703,99,4,106532
user_3704,133,2,39099
user_3705,75,10,175043
user_3707,11,6,178692
user_3708,122,7,201808
user_3709,295,1,19350
user_371,73,8,198738
user_3710,459,3,99242
user_3713,112,9,240435
user_3714,10,7,172575
user_3715,3,5,139430
user_3716,1,10,238987
user_3717,40,5,147039
user_3718,51,3,76784
user_3719,198,7,234925
user_3720,10,2,19413
user_3721,30,10,246069
user_3722,447,3,86072
user_3723,29,7,205147
user_3724,154,2,53190
user_3725,212,7,176565
user_3727,232,3,71028
user_3728,141,7,132249
user_3729,112,4,158797
user_373,31,9,181165
user_3731,319,1,23637
user_3732,67,3,62193
user_3734,174,4,110495
user_3735,18,2,11181
user_3736,388,5,126288
user_3737,49,7,221589
user_3738,6,7,224312
user_3739,487,2,51573
user_374,373,1,27878
user_3740,95,7,241577
user_3741,574,1,29478
user_3742,41,10,299192
user_3743,25,8,169407
user_3744,65,4,105292
user_3745,95,3,115385
user_3746,25,9,193073
user_3747,10,7,190735
user_3748,6,10,197673
user_3749,389,6,136316
user_375,240,4,159177
user_3750,337,2,67487
user_3751,258,9,227415
user_3752,395,3,51044
user_3753,210,7,118913
user_3754,313,1,33701
user_3755,13,5,88539
user_3756,56,2,36724
user_3758,250,5,113245
user_3759,156,6,144802
user_376,144,5,95435
user_3760,435,4,140512
user_3761,797,1,26881
user_3763,51,5,62877
user_3764,39,5,78745
user_3765,371,3,63355
user_3766,126,3,86052
user_3767,186,2,57338
user_3768,483,1,47468
user_3769,82,3,107586
user_377,180,7,190896
user_3770,82,5,88970
user_3771,54,5,117131
user_3773,294,5,107158
user_3774,154,1,33880
user_3775,505,1,6926
user_3776,423,2,60969
user_3777,287,9,190035
user_3778,25,8,284501
user_3779,264,3,105503
user_378,77,9,221847
user_3780,53,9,196796
user_3782,175,6,157383
user_3783,143,10,302009
user_3784,118,10,300936
user_3785,347,4,103468
user_3786,47,10,195476
user_3787,196,8,289975
user_3788,136,9,218194
user_3789,63,6,190624
user_379,135,4,123906
user_3792,105,10,244069
user_3793,233,2,11365
user_3794,104,9,188989
user_3795,121,6,113137
user_3796,107,7,213660
user_3797,117,4,76366
user_3798,69,4,72729
user_3799,180,4,54376
user_38,149,9,239028
user_380,13,6,138850
user_3802,228,2,21863
user_3803,35,9,225435
user_3804,1,6,126884
user_3805,39,6,123289
user_3806,347,7,176068
user_3807,320,4,114509
user_3808,267,7,155377
user_381,33,3,36147
user_3810,22,9,277506
user_3811,127,4,85688
user_3812,17,7,147723
user_3813,1,4,141003
user_3814,13,8,165075
user_3815,580,1,21243
user_3817,69,3,63916
user_3818,220,9,173832
user_382,100,7,178028
user_3820,791,1,28474
user_3821,24,6,165038
user_3822,29,9,234702
user_3824,759,1,583
user_3825,164,10,261802
user_3826,97,1,18427
user_3827,109,4,152063
user_3828,39,9,200320
user_383,54,6,184830
user_3831,18,8,253658
user_3832,251,4,120025
user_3833,94,5,145731
user_3834,291,6,92411
user_3835,464,3,42236
user_3836,138,9,217511
user_3837,188,9,258435
user_3838,50,8,226748
user_384,209,10,247402
user_3840,18,5,120533
user_3841,42,8,189012
user_3842,4,9,181932
user_3843,95,4,55747
user_3844,4,7,95119
user_3845,762,1,32672
user_3846,335,3,49629
user_3848,64,3,128990
user_3849,189,7,197064
user_385,51,9,275091
user_3851,242,3,90474
user_3852,539,2,11004
user_3853,148,1,34606
user_3854,288,8,241044
user_3855,314,8,185915
user_3856,201,8,197405
user_3857,194,7,117533
user_3858,2,9,232541
user_3859,22,10,256982
user_386,2,7,177663
user_3860,28,10,253257
user_3861,143,7,147800
user_3862,341,2,23400
user_3863,76,7,212706
user_3864,63,8,223970
user_3865,101,5,152822
user_3866,99,5,115878
user_3867,191,6,151851
user_3868,112,2,24904
user_3869,30,10,233438
user_387,349,7,218703
user_3871,42,6,117777
user_3872,315,1,4842
user_3873,297,4,121675
user_3874,592,3,124332
user_3875,125,6,107233
user_3876,83,6,162963
user_3877,282,1,5533
user_3878,457,5,147913
user_3879,32,9,324367
user_388,815,1,43202
user_3880,27,8,295324
user_3881,152,6,199305
user_3882,194,4,85283
user_3883,10,10,243724
user_3884,71,8,191143
user_3886,152,8,223477
user_3887,36,6,107191
user_3888,29,7,199600
user_3889,125,2,59527
user_389,7,5,129041
user_3890,112,6,175338
user_3892,24,10,248899
user_3893,75,9,225231
user_3894,123,9,291962
user_3895,221,4,82554
user_3896,36,1,35635
user_3897,91,5,92594
user_3898,457,1,18392
user_390,364,5,119354
user_3900,134,8,256410
user_3901,167,7,175790
user_3902,113,2,55857
user_3903,75,3,92807
user_3904,175,9,209045
user_3905,699,2,39371
user_3906,45,9,196714
user_3907,78,7,132277
user_3908,85,4,102577
user_3909,221,4,120029
user_391,65,8,205138
user_3910,9,10,281909
user_3911,600,2,48958
user_3912,132,8,215000
user_3913,23,6,145748
user_3914,115,4,110492
user_3915,119,6,131323
user_3916,94,10,220415
user_3917,222,4,112949
user_3918,174,5,146896
user_3919,3,9,312209
user_392,811,1,10454
user_3920,8,2,61686
user_3921,14,6,164078
user_3923,136,7,208847
user_3924,434,1,30971
user_3925,57,5,136150
user_3926,173,4,96329
user_3927,34,7,160914
user_3928,74,5,95046
user_3929,119,2,90454
user_393,206,4,78785
user_3930,23,5,171871
user_3931,330,2,46703
user_3934,30,7,163791
user_3935,19,6,155485
user_3936,6,4,162514
user_3937,1,4,83117
user_3938,28,10,273011
user_3939,197,6,154649
user_3940,1,5,146132
user_3941,40,6,123572
user_3942,112,4,125660
user_3943,107,9,158637
user_3944,196,4,56900
user_3945,218,2,40336
user_3946,127,10,234270
user_3947,31,9,250897
user_3948,79,4,130592
user_3949,42,3,41711
user_3950,353,2,87503
user_3951,38,8,172383
user_3953,179,6,140987
user_3957,54,10,248342
user_3959,212,7,184669
user_396,83,4,126790
user_3960,124,5,167823
user_3961,191,3,53442
user_3962,496,1,48040
user_3964,34,8,265575
user_3965,32,3,116956
user_3966,292,7,226865
user_3967,764,1,42132
user_3968,55,4,36838
user_3969,75,10,243170
user_397,125,3,73906
user_3970,74,6,92566
user_3971,703,1,33543
user_3972,11,8,191992
user_3973,192,5,139687
user_3974,84,5,127777
user_3975,116,1,28955
user_3976,121,7,197537
user_3977,203,6,120469
user_3978,154,5,114879
user_3979,11,9,194867
user_398,41,1,33217
user_3980,77,6,175610
user_3981,61,8,261914
user_3982,123,8,143153
user_3983,350,10,232218
user_3984,125,8,227645
user_3985,227,2,31894
user_3986,106,9,156703
user_3987,14,8,198260
user_3988,248,3,62275
user_3989,21,9,253699
user_399,87,9,218660
user_3990,92,9,204060
user_3991,78,3,117417
user_3992,242,3,85895
user_3993,192,6,147192
user_3994,65,4,84784
user_3995,19,6,155112
user_3996,5,5,159261
user_3997,4,10,208667
user_3998,48,7,154090
user_3999,493,3,33687
user_4,378,4,71807
user_40,657,3,62246
user_400,48,6,128852
user_4001,195,8,197338
user_4002,54,10,211310
user_4003,250,5,139787
user_4004,24,3,53817
user_4005,165,3,84679
user_4006,29,6,157366
user_4007,47,6,163170
user_4008,150,8,246448
user_4009,570,1,49724
user_401,21,6,169807
user_4010,82,5,117986
user_4011,56,8,248325
user_4012,341,3,64254
user_4014,46,9,260217
user_4015,54,2,88829
user_4016,64,8,188888
user_4017,14,7,264421
user_4018,13,8,196196
user_402,127,8,135162
user_4020,191,3,62860
user_4021,62,3,80414
user_4022,19,7,181419
user_4023,150,5,117506
user_4024,42,6,116904
user_4025,16,10,259696
user_4027,57,7,181208
user_4028,264,3,86973
user_4029,93,9,320269
user_403,310,2,82491
user_4031,71,9,271107
user_4032,58,4,89733
user_4033,34,6,129483
user_4034,245,2,29481
user_4035,148,1,10538
user_4036,2,5,110575
user_4037,165,3,21083
user_4039,134,9,245965
user_404,85,9,172028
user_4041,261,3,86620
user_4042,149,9,248226
user_4043,95,6,143358
user_4044,140,6,143218
user_4045,161,5,83337
user_4046,87,6,202104
user_4047,83,7,163993
user_4048,24,6,129711
user_4049,92,7,193085
user_405,37,8,256861
user_4050,244,2,51866
user_4051,41,10,225419
user_4052,194,9,192579
user_4053,346,1,5946
user_4054,19,10,281139
user_4055,38,6,161440
user_4056,161,5,94534
user_4057,4,7,210096
user_406,227,4,101094
user_4060,126,8,256023
user_4061,53,9,189237
user_4062,260,1,8564
user_4063,25,7,209886
user_4064,252,6,209645
user_4065,16,2,40224
user_4066,148,9,249778
user_4067,440,3,101133
user_4068,184,4,64687
user_4069,75,5,99901
user_4070,77,2,38406
user_4072,178,8,241420
user_4074,7,6,212320
user_4075,150,9,265810
user_4076,38,6,175975
user_4077,45,9,217957
user_4078,79,1,6373
user_4079,135,8,194341
user_408,16,2,29422
user_4080,317,1,4944
user_4081,69,4,35858
user_4082,552,1,4780
user_4083,188,7,211641
user_4084,375,1,1680
user_4085,178,10,236142
user_4086,41,6,155124
user_4088,485,2,34386
user_4089,635,1,11189
user_409,27,9,288499
user_4090,38,8,249023
user_4091,183,9,257402
user_4092,133,7,225133
user_4093,82,4,100733
user_4094,164,2,75117
user_4095,18,6,63234
user_4096,266,6,157576
user_4097,34,7,119834
user_4098,13,10,184133
user_4099,42,6,150257
user_41,8,9,139468
user_4100,164,2,71600
user_4101,145,6,157503
user_4102,236,4,54997
user_4104,100,5,176030
user_4105,375,9,283800
user_4106,14,6,107172
user_4107,131,3,76127
user_4108,77,6,197951
user_4109,10,9,140916
user_411,51,4,133310
user_4110,271,3,116761
user_4111,116,5,143686
user_4112,18,9,225143
user_4113,309,8,114815
user_4114,32,10,268112
user_4115,313,3,41605
user_4116,375,6,205974
user_4117,375,2,44031
user_4118,93,5,110587
user_4119,252,4,109503
user_412,157,6,132892
user_4120,15,7,190246
user_4121,98,7,242593
user_4122,144,10,262597
user_4123,51,4,43554
user_4124,155,2,43565
user_4125,108,5,169007
user_4126,12,9,260518
user_4127,554,2,65990
user_4128,138,9,211615
user_4129,85,8,181052
user_413,28,10,195962
user_4130,180,7,108784
user_4131,20,10,256697
user_4133,462,1,3749
user_4134,77,8,150685
user_4136,126,6,176432
user_4137,53,6,137884
user_4138,113,8,215780
user_4139,293,3,53637
user_4140,88,9,192603
user_4141,148,8,148610
user_4142,315,6,130263
user_4143,4,9,232152
user_4144,41,3,48944
user_4145,65,4,111777
user_4146,22,10,218165
user_4147,412,5,191394
user_4148,12,9,253881
user_4149,22,10,263616
user_415,230,2,57732
user_4150,266,1,41773
user_4151,30,9,178553
user_4152,182,6,179770
user_4153,573,2,49890
user_4154,173,6,162720
user_4155,7,4,96004
user_4156,29,10,263306
user_4157,158,10,192102
user_4158,139,9,241744
user_4159,761,1,44410
user_416,132,9,186829
user_4160,343,2,78313
user_4161,293,4,146079
user_4162,100,8,179846
user_4163,453,7,165276
user_4165,200,5,174855
user_4166,171,7,146193
user_4167,32,6,183077
user_4168,299,10,237892
user_4169,89,9,273349
user_417,206,8,217087
user_4170,233,1,37568
user_4172,3,9,216025
user_4173,168,2,23213
user_4174,93,9,197939
user_4175,484,3,44278
user_4176,487,1,49109
user_4177,87,8,260909
user_4178,98,9,236550
user_4179,25,9,297498
user_4180,160,4,130384
user_4181,55,10,231895
user_4182,321,3,14741
user_4183,114,8,174412
user_4184,163,3,59828
user_4185,93,2,2505
user_4186,150,6,155635
user_4187,61,10,292465
user_4188,98,6,155309
user_4189,400,5,76202
user_419,175,2,18728
user_4190,561,1,15633
user_4191,449,1,13574
user_4192,120,9,259139
user_4193,236,6,116289
user_4194,394,1,28918
user_4195,195,4,135797
user_4196,95,7,183995
user_4197,3,4,81678
user_4198,68,1,1852
user_4199,195,3,35244
user_42,45,3,89951
user_420,158,7,212327
user_4200,48,5,152440
user_4202,89,9,208089
user_4203,46,7,172469
user_4204,211,1,31588
user_4205,18,7,168159
user_4206,15,5,70275
user_4207,236,6,207323
user_4208,434,2,59597
user_4209,49,10,253188
user_421,212,9,252232
user_4210,474,3,83589
user_4211,36,2,47842
user_4212,404,4,89394
user_4213,35,10,332050
user_4214,188,1,14891
user_4215,55,7,133316
user_4216,7,6,100872
user_4217,423,10,235678
user_4218,344,2,77779
user_4219,56,5,136347
user_422,2,7,205492
user_4220,22,5,101418
user_4221,145,5,122354
user_4222,19,10,212705
user_4223,492,1,32812
user_4224,178,4,117374
user_4225,31,9,245874
user_4226,311,2,43630
user_4227,19,5,155400
user_4228,61,7,210429
user_4229,78,5,144697
user_423,36,8,185825
user_4230,12,9,253825
user_4231,140,10,251357
user_4232,79,3,64100
user_4233,19,8,189787
user_4235,72,10,227041
user_4236,457,5,132614
user_4237,488,3,94071
user_4238,91,5,165201
user_4239,439,4,77204
user_424,108,1,14258
user_4240,141,4,141474
user_4241,16,2,16212
user_4242,18,5,155897
user_4243,73,7,141663
user_4244,277,5,159032
user_4245,169,1,31057
user_4247,189,5,153802
user_4248,132,8,169490
user_4249,523,5,124045
user_425,43,2,47006
user_4250,396,3,48732
user_4251,175,7,179120
user_4252,88,2,7014
user_4253,174,5,115046
user_4254,656,1,37039
user_4255,4,9,255401
user_4256,631,1,46587
user_4258,274,3,62888
user_4259,507,2,39422
user_426,112,5,167818
user_4260,82,9,283407
user_4261,148,9,273416
user_4262,78,5,79319
user_4263,4,6,210424
user_4264,381,2,27581
user_4265,27,5,165421
user_4266,570,1,4860
user_4267,197,2,37688
user_4268,13,10,199129
user_427,15,10,256398
user_4270,105,1,40708
user_4272,204,1,44910
user_4273,402,2,24993
user_4274,458,2,33880
user_4275,25,7,163296
user_4277,73,4,74563
user_4278,416,1,47908
user_4279,375,3,66613
user_428,111,5,149205
user_4280,66,10,190943
user_4281,303,1,5146
user_4283,457,3,62098
user_4284,101,9,248697
user_4285,535,3,57700
user_4286,95,10,159726
user_4287,73,1,21597
user_4288,131,10,305341
user_429,83,10,356906
user_4290,12,7,128344
user_4292,606,1,38910
user_4293,78,10,341176
user_4294,338,2,47835
user_4295,230,2,14590
user_4296,223,1,30977
user_4297,417,5,95164
user_4299,114,9,212723
user_43,118,6,160480
user_430,24,8,196420
user_4300,64,10,137046
user_4301,348,4,73692
user_4302,771,1,38381
user_4303,678,1,33486
user_4304,33,6,110192
user_4305,37,10,179704
user_4306,117,9,210184
user_4308,106,6,215069
user_4309,211,1,6672
user_431,445,3,93278
user_4310,68,8,212066
user_4311,77,4,115574
user_4312,158,5,111778
user_4313,18,9,238406
user_4314,151,8,193768
user_4315,481,1,24064
user_4316,49,7,136966
user_4317,277,5,70634
user_4318,110,8,227639
user_4319,220,4,49497
user_432,284,4,96839
user_4321,121,2,50020
user_4322,84,6,155122
user_4323,56,7,224852
user_4324,337,2,27986
user_4325,129,4,141128
user_4326,142,4,94884
user_4328,291,1,31873
user_4329,7,7,146514
user_433,38,10,219504
user_4331,174,2,52769
user_4332,10,4,100339
user_4333,288,5,92896
user_4334,29,7,219329
user_4336,342,10,315001
user_4337,164,9,189657
user_4338,49,4,78494
user_4339,29,8,169686
user_434,37,6,171760
user_4340,51,4,132269
user_4341,51,6,170308
user_4342,6,7,208640
user_4343,575,1,26257
user_4344,211,10,239131
user_4345,35,4,65732
user_4346,56,7,195396
user_4347,485,1,2494
user_4348,31,9,244612
user_4349,132,5,144044
user_435,49,3,65450
user_4350,23,2,22876
user_4351,78,10,316933
user_4352,180,4,47925
user_4353,92,2,55236
user_4355,34,8,160302
user_4356,34,8,92538
user_4358,91,9,259717
user_4359,230,5,95852
user_436,250,2,68636
user_4360,110,2,31651
user_4361,72,8,234722
user_4362,11,8,163269
user_4363,17,8,185280
user_4364,114,4,89203
user_4365,3,8,224540
user_4366,373,8,123061
user_4367,75,8,190806
user_4369,49,10,270466
user_437,14,10,242938
user_4370,104,5,97306
user_4371,92,8,228030
user_4372,312,3,97948
user_4374,213,1,16445
user_4376,88,6,118549
user_4377,215,6,143895
user_4378,154,5,132336
user_4379,93,7,141042
user_438,539,2,66585
user_4380,53,2,40267
user_4381,181,9,155720
user_4382,70,8,256209
user_4383,339,4,74082
user_4385,186,2,15738
user_4386,402,3,110619
user_4387,461,1,23106
user_4389,79,6,157522
user_439,23,5,96734
user_4390,93,3,62625
user_4391,85,1,37701
user_4393,288,3,59773
user_4394,92,10,198225
user_4396,101,7,236714
user_4398,131,6,199081
user_4399,34,8,225870
user_440,115,7,262104
user_4400,4,10,307726
user_4401,328,3,96961
user_4402,64,9,262904
user_4403,81,8,176243
user_4404,12,10,280037
user_4405,56,9,233057
user_4406,137,6,164285
user_4407,147,4,69460
user_4408,61,6,123031
user_4409,766,1,14691
user_441,37,7,175620
user_4410,298,4,102048
user_4411,164,4,69513
user_4412,186,6,201990
user_4413,312,3,92741
user_4414,91,7,165619
user_4415,41,8,231354
user_4416,100,9,285383
user_4417,262,9,167080
user_4418,83,3,87827
user_4419,11,4,76646
user_442,264,2,58116
user_4420,118,3,83717
user_4421,293,3,83890
user_4422,410,5,91145
user_4423,25,5,162943
user_4424,421,3,73170
user_4425,259,1,28027
user_4426,6,4,117313
user_4428,74,9,265495
user_4429,37,8,203510
user_443,464,4,122736
user_4430,45,5,121821
user_4431,262,4,85008
user_4432,132,6,59423
user_4433,47,9,285508
user_4434,162,5,140321
user_4436,25,3,88791
user_4437,40,3,58547
user_4438,75,6,212559
user_4439,200,4,86261
user_444,30,10,176351
user_4440,85,1,41424
user_4441,192,6,139031
user_4442,5,9,163131
user_4443,28,6,78857
user_4444,145,6,120174
user_4445,45,9,167192
user_4446,123,9,248381
user_4447,201,6,183476
user_4448,144,10,318333
user_4449,402,3,53730
user_445,118,6,157826
user_4450,28,8,222295
user_4451,494,3,95581
user_4452,262,3,47089
user_4453,111,3,25968
user_4454,354,4,144049
user_4455,165,9,303176
user_4456,62,10,235435
user_4457,427,1,27518
user_4458,252,7,142054
user_446,74,5,152443
user_4461,190,4,86982
user_4462,15,6,154727
user_4463,703,2,20754
user_4464,141,4,85888
user_4465,239,7,151875
user_4466,475,1,42221
user_4467,19,5,85431
user_4468,33,2,67153
user_4469,24,8,241536
user_447,370,2,24609
user_4470,122,7,128516
user_4471,95,8,227467
user_4472,22,3,116138
user_4473,109,4,100918
user_4474,260,2,71939
user_4475,93,1,15449
user_4476,175,10,324592
user_4477,46,8,230363
