client_id,recency,frequency,monetary,cluster,predicted_ltv
user_3254,72,10,283467,2,10004717.647058824
user_3257,375,2,45821,1,81459.55555555556
user_3258,276,2,87049,3,204821.17647058825
user_3259,76,10,262472,2,8914143.396226415
user_326,194,8,156044,0,2006280.0
user_3260,15,2,67722,3,1083552.0
user_3261,128,7,170409,0,2717915.6962025315
user_3262,12,9,254649,2,19644351.42857143
user_3263,190,10,243628,2,3986640.0
user_3264,116,3,34756,3,257099.17808219176
user_3265,65,6,189072,0,4298900.210526316
user_3267,32,5,139454,0,4048664.5161290327
user_3268,764,1,3191,1,1446.8010075566751
user_3269,68,8,270663,2,7954177.959183673
user_327,463,1,1442,1,1052.9817444219066
user_3270,69,1,5461,3,19858.18181818182
user_3271,96,10,199020,2,5686285.714285714
user_3272,253,1,12568,3,15987.56183745583
user_3273,1,10,303388,2,35232154.838709675
user_3274,718,1,36315,1,17477.807486631016
user_3275,139,6,140170,0,1791521.893491124
user_3276,14,2,38998,3,638149.0909090908
user_3277,21,9,164534,2,10452748.235294119
user_3279,63,9,226376,2,7886647.741935483
user_328,157,3,106874,3,617240.2139037433
user_3280,194,10,272818,2,4384575.0
user_3281,52,6,201748,0,5314337.560975609
user_3282,18,6,160132,0,7205940.0
user_3283,98,8,147231,0,3312697.5
user_3284,207,5,122936,0,933691.1392405063
user_3285,186,10,273104,2,4551733.333333333
user_3286,213,5,112978,0,836874.0740740742
user_3287,627,1,23973,1,13135.890410958906
user_3288,138,10,306906,2,6576557.142857144
user_3289,1,7,142985,0,11623296.774193548
user_329,1,5,104935,0,6092999.999999999
user_3290,707,1,32454,1,15852.70013568521
user_3291,175,9,283524,2,4481062.243902439
user_3292,59,3,46218,3,560847.6404494381
user_3293,69,6,147657,0,3221607.272727273
user_3294,103,3,61912,3,502744.06015037594
user_3295,65,7,115379,0,3060579.7894736845
user_3296,124,3,56429,3,395735.8441558441
user_3297,16,9,184412,2,12989019.130434783
user_3298,206,4,88447,3,539676.6101694915
user_33,86,6,146606,0,2729904.827586207
user_330,33,4,86399,3,1974834.2857142857
user_3300,197,3,89977,3,428084.40528634365
user_3301,88,3,86605,3,792655.9322033898
user_3302,22,9,203760,2,12695815.384615384
user_3303,224,5,103875,0,736122.0472440944
user_3304,169,10,212324,2,3841037.185929648
user_3305,102,9,268848,2,6598996.363636363
user_3306,431,3,94112,1,220479.30585683297
user_3307,137,1,11962,3,25786.347305389223
user_3308,42,8,235005,2,9400200.0
user_3309,314,1,35770,3,37433.72093023256
user_331,47,9,240172,2,10105938.701298703
user_3310,215,3,107608,3,474353.6326530612
user_3312,44,10,236014,2,11481762.162162162
user_3313,208,10,223871,2,3386284.0336134452
user_3314,485,1,46705,1,32648.155339805824
user_3315,13,10,190190,2,15922883.720930232
user_3316,296,3,51783,3,171551.04294478527
user_3317,7,7,111985,0,7627086.486486486
user_3318,134,5,129479,0,1421110.975609756
user_332,2,7,166154,0,13084627.5
user_3320,694,1,37726,1,18758.78453038674
user_3321,46,9,253385,2,10802202.631578948
user_3322,37,5,126650,0,3402537.3134328355
user_3323,337,3,85638,3,252013.73297002725
user_3324,25,10,280653,2,18370014.545454543
user_3325,172,6,97363,0,1041109.3069306931
user_3326,224,6,195353,0,1661269.6062992127
user_3327,256,4,104764,3,527483.0769230769
user_3328,248,1,26217,3,33950.07194244604
user_3329,12,5,108565,0,4652785.714285715
user_333,27,10,223486,2,14114905.263157895
user_3330,107,8,170056,0,3574899.8540145988
user_3331,155,5,114432,0,1113392.4324324324
user_3332,3,10,210328,2,22944872.727272727
user_3333,180,5,68601,3,588008.5714285715
user_3334,171,10,302783,2,5422979.104477611
user_3335,228,3,104117,3,435838.6046511628
user_3336,104,5,51362,3,689937.3134328359
user_3337,32,3,91119,3,1587234.1935483874
user_3338,288,3,88061,3,299075.09433962265
user_334,104,10,166141,2,4463489.552238806
user_3340,581,2,34581,1,40750.11456628478
user_3341,21,9,225072,2,14298691.764705883
user_3342,19,6,158463,0,6985307.755102041
user_3343,439,2,58813,1,90288.61407249467
user_3344,207,3,65128,3,296785.8227848101
user_3345,249,6,161786,0,1252536.7741935484
user_3346,189,6,160005,0,1578131.506849315
user_3348,97,8,181437,2,4114476.850393701
user_3349,292,2,55040,3,123070.80745341616
user_335,22,6,104630,0,4346169.230769231
user_3350,16,5,101897,0,3987273.9130434785
user_3351,169,3,20846,3,113134.07035175878
user_3352,7,3,52135,3,1521778.3783783782
user_3353,33,8,214402,2,9801234.285714285
user_3354,226,5,128398,0,902798.4375
user_3356,24,5,152959,0,5098633.333333333
user_3357,533,3,95518,1,183231.68738898757
user_3358,81,9,239989,2,7005084.324324324
user_3359,226,4,49944,3,280935.0
user_336,252,3,77984,3,298662.12765957444
user_3360,78,6,178619,0,3572380.0
user_3361,73,5,133752,0,2337413.5922330096
user_3362,191,6,136036,0,1329582.6244343892
user_3363,6,10,214303,2,21430300.0
user_3364,1,7,166813,0,13560282.58064516
user_3365,25,6,141944,0,5574528.0
user_3366,9,8,210343,2,15533021.538461538
user_3367,252,3,96338,3,368954.0425531915
user_3368,5,9,243817,2,22570488.0
user_3369,360,7,104821,0,677304.9230769231
user_337,138,2,18958,3,81248.57142857143
user_3370,211,2,48593,3,145174.10788381743
user_3371,64,8,268287,2,8219857.021276596
user_3372,99,10,252746,2,7053376.7441860465
user_3373,1,7,273153,2,22204695.483870964
user_3374,70,7,226693,2,5712663.6
user_3375,11,8,156232,0,10974345.365853658
user_3376,397,2,78954,1,133130.86651053865
user_3377,55,5,120294,0,2547402.352941177
user_3378,54,10,159378,2,6830485.714285715
user_3379,94,3,104176,3,907339.3548387098
user_338,13,7,191145,0,11201986.046511628
user_3380,103,3,107581,3,873590.0751879698
user_3381,77,7,123224,0,2902097.9439252336
user_3382,247,3,77462,3,302017.9061371841
user_3384,338,5,144120,0,704934.7826086956
user_3385,118,9,298857,2,6542545.135135135
user_3386,113,7,107640,0,1896872.7272727273
user_3387,249,4,85163,3,439550.96774193546
user_3388,435,5,89510,1,346490.32258064515
user_3389,74,10,245875,2,8511057.692307692
user_3390,39,7,149635,0,5464930.434782609
user_3391,107,10,301504,2,7922732.846715329
user_3392,59,9,220393,2,8023295.730337079
user_3393,4,4,51030,3,2161270.588235294
user_3394,38,3,60671,3,963598.2352941177
user_3395,24,10,329249,2,21949933.333333332
user_3396,23,7,163062,0,7753136.6037735855
user_3397,531,3,53874,1,103714.65240641711
user_3399,202,10,233205,2,3618698.275862069
user_34,4,7,175704,0,13022767.05882353
user_340,166,7,169176,0,2175120.0
user_3400,325,1,34237,3,34719.211267605635
user_3401,22,7,126820,0,6145892.307692307
user_3402,57,7,167448,0,4850217.931034483
user_3403,340,3,47494,3,138631.13513513512
user_3404,44,4,84912,3,1652341.6216216215
user_3405,7,9,200081,2,17520606.486486487
user_3406,20,9,245774,2,15926155.200000001
user_3407,353,2,69159,1,130011.69712793732
user_3408,74,3,100761,3,1046364.2307692308
user_3409,333,6,141062,0,839377.1900826447
user_341,17,3,87314,3,2006364.255319149
user_3410,120,6,234640,2,3378816.0
user_3411,138,5,80684,3,864471.4285714286
user_3412,85,3,71875,3,675000.0
user_3413,26,2,44421,3,571127.1428571428
user_3415,125,3,80239,3,559084.6451612903
user_3416,134,7,204999,2,3149984.6341463416
user_3417,809,1,27875,1,11960.667461263409
user_3418,312,3,81658,3,257867.3684210526
user_3419,455,5,182683,1,677998.762886598
user_342,427,4,91397,1,287990.5470459519
user_3420,110,7,205854,2,3705372.0000000005
user_3421,3,8,205968,2,17975389.09090909
user_3422,279,6,199122,0,1391920.7766990291
user_3423,79,3,89024,3,882072.6605504587
user_3424,122,10,191554,2,4536805.263157895
user_3425,115,4,133296,0,1323767.172413793
user_3426,85,7,185642,0,4067981.217391304
user_3427,627,1,8818,1,4831.780821917809
user_3428,400,1,33255,1,27841.39534883721
user_3429,225,4,102663,3,579744.0
user_343,21,6,135871,0,5754536.470588235
user_3430,27,7,161632,0,7145835.7894736845
user_3431,211,5,161795,0,1208427.3858921162
user_3432,13,9,165108,2,12440695.813953489
user_3434,141,4,135435,0,1140505.2631578946
user_3435,35,9,125916,0,6276428.307692307
user_3436,91,10,220317,2,6554885.950413223
user_3437,127,7,239686,2,3847189.299363057
user_3438,149,2,95481,3,384057.6536312849
user_3439,471,5,142521,1,512051.497005988
user_344,279,9,184141,2,1930798.8349514562
user_3440,243,5,142515,0,939659.3406593407
user_3441,129,9,156537,2,3189810.566037736
user_3442,122,9,232236,2,4950293.684210527
user_3443,60,9,228335,2,8220060.0
user_3445,122,7,151666,0,2514462.6315789474
user_3446,145,8,202533,2,3333114.5142857144
user_3448,57,6,142689,0,3542623.4482758623
user_3449,653,2,40832,1,43043.982430453885
user_345,45,6,140321,0,4041244.8
user_3450,7,9,195523,2,17121473.513513513
user_3451,220,10,243928,2,3512563.2000000007
user_3452,101,3,92645,3,763790.8396946564
user_3454,457,2,23331,1,34493.47022587269
user_3455,3,8,266539,2,23261585.454545453
user_3457,11,6,95537,0,5033168.780487805
user_3458,70,7,152478,0,3842445.5999999996
user_3459,54,8,225447,2,7729611.428571429
user_3460,68,8,178447,2,5244156.734693877
user_3461,214,4,129613,3,764929.1803278689
user_3462,293,1,25892,3,28857.95665634675
user_3463,90,9,202543,2,5468661.0
user_3464,250,2,89854,3,231053.14285714284
user_3465,14,6,146150,0,7174636.363636363
user_3466,38,10,245297,2,12986311.764705883
user_3468,67,6,181851,0,4049465.567010309
user_3469,156,9,129239,0,2251260.0
user_347,255,2,52553,3,132765.47368421053
user_3470,13,4,142438,0,4770016.7441860465
user_3471,39,8,203028,2,8474212.173913045
user_3472,261,3,66693,3,247520.41237113404
user_3474,151,4,105654,3,840562.2099447513
user_3475,124,7,169112,0,2767287.2727272725
user_3476,313,5,155285,0,814906.7055393585
user_3477,60,8,238011,2,7616352.0
user_3478,136,10,275691,2,5978840.963855422
user_3479,48,2,65008,3,600073.8461538461
user_348,280,2,39282,3,91235.6129032258
user_3480,63,8,184130,2,5702090.322580645
user_3481,336,8,193365,2,1521560.655737705
user_3482,196,5,176076,0,1402375.2212389382
user_3483,5,6,122135,0,7537474.285714285
user_3484,8,7,132142,0,8763101.05263158
user_3485,49,9,277296,2,11372646.075949367
user_3486,21,7,221617,2,10950487.05882353
user_3487,107,5,114847,0,1508938.686131387
user_3488,45,2,64940,3,623424.0
user_3489,46,3,80938,3,1150171.5789473685
user_349,393,3,48835,1,124685.10638297873
user_3490,219,9,262071,2,3410080.4819277106
user_3491,128,1,30412,3,69293.16455696203
user_3492,98,2,56533,3,317998.125
user_3493,26,7,132759,0,5974155.0
user_3494,265,8,181480,0,1771736.9491525423
user_3495,309,3,100831,3,321231.50442477874
user_3496,60,6,112158,0,2691792.0
user_3498,99,7,114955,0,2245632.558139535
user_3499,36,10,221323,2,12072163.636363635
user_35,19,6,122744,0,5410755.918367347
user_350,63,3,99566,3,1156250.322580645
user_3502,360,6,136781,0,757556.3076923077
user_3504,215,5,102226,0,751048.163265306
user_3505,19,1,34065,3,250273.46938775512
user_3506,10,9,231752,2,18771912.0
user_3507,523,1,29069,1,18923.76130198915
user_3508,47,7,196422,0,6428356.363636364
user_3509,29,6,171274,0,6270370.169491525
user_351,42,3,10945,3,164175.0
user_3510,77,9,257743,2,7804554.392523364
user_3511,107,8,219897,2,4622652.262773722
user_3512,559,2,75127,1,91836.0611205433
user_3513,553,5,144023,1,444667.92452830187
user_3514,12,4,91844,3,3148937.142857143
user_3515,98,10,208361,2,5860153.125
user_3516,19,10,243781,2,17910440.816326533
user_3517,75,1,27849,3,95482.28571428571
user_3518,277,1,11764,3,13794.918566775246
user_3519,20,10,251144,2,18082368.0
user_3520,72,10,291619,2,10292435.294117648
user_3521,371,4,83382,1,299426.63341645885
user_3522,319,4,93825,3,387128.93982808024
user_3523,478,1,10962,1,7768.346456692913
user_3524,17,7,153964,0,8255091.063829787
user_3525,652,1,41407,1,21857.06744868035
user_3526,35,9,253603,2,12641134.153846152
user_3527,53,6,79077,0,2057907.469879518
user_3528,196,4,51397,3,327485.3097345133
user_3529,69,6,145987,0,3185170.909090909
user_353,7,9,240747,2,21081629.18918919
user_3530,220,10,246283,2,3546475.2000000007
user_3531,58,10,257787,2,10545831.818181816
user_3532,296,10,275692,2,3044451.533742331
user_3533,46,5,157404,0,3727989.473684211
user_3534,114,3,62572,3,469290.0
user_3535,82,7,141358,0,3180555.0
user_3536,34,10,205703,2,11570793.75
user_3537,108,7,128489,0,2346320.8695652178
user_3538,31,7,176315,0,7283832.786885247
user_3539,212,4,78529,3,467280.0
user_354,246,2,63512,3,165683.47826086957
user_3540,55,7,223368,2,6622204.2352941185
user_3541,156,8,266344,2,4124036.129032258
user_3542,37,3,61432,3,990247.1641791045
user_3544,165,5,119287,0,1101110.7692307692
user_3545,15,5,148544,0,5941760.0
user_3546,5,8,218007,2,17938861.714285713
user_3547,71,4,82562,3,1177121.584158416
user_3548,96,3,69099,3,592277.1428571428
user_3549,43,7,184590,0,6372147.945205479
user_355,115,1,14277,3,35446.3448275862
user_3550,10,8,210036,2,15122592.0
user_3551,461,2,39651,1,58144.032586558045
user_3552,299,5,102587,3,561266.2613981763
user_3553,90,3,30644,3,275796.0
user_3554,29,10,285487,2,17419545.762711864
user_3555,89,6,154017,0,2795602.68907563
user_3556,169,2,84647,3,306260.5025125628
user_3558,128,4,98968,3,901986.835443038
user_3559,30,10,218851,2,13131060.0
user_356,142,9,196683,2,3704958.8372093025
user_3561,451,2,25028,1,37463.95010395011
user_3562,26,5,122203,0,3927953.5714285714
user_3563,32,4,97496,3,2264423.225806452
user_3564,28,3,91678,3,1707107.5862068965
user_3566,43,5,109446,0,2698668.4931506845
user_3567,50,2,37305,3,335744.99999999994
user_3568,123,8,173263,0,3261421.1764705884
user_3569,191,3,63861,3,312080.9049773756
user_357,35,9,321648,2,16032915.69230769
user_3570,311,3,73962,3,234249.14956011728
user_3571,261,2,59889,3,148178.96907216497
user_3572,6,7,110558,0,7739060.0
user_3574,107,6,171753,0,2707930.5109489053
user_3575,45,3,92962,3,1338652.8
user_3576,128,8,215663,2,3931072.405063291
user_3577,13,6,114498,0,5751527.441860465
user_3578,502,7,179164,1,848671.5789473684
user_3579,68,8,220213,2,6471565.714285715
user_358,26,10,284167,2,18267878.57142857
user_3580,175,10,234414,2,4116538.536585366
user_3582,53,4,78588,3,1363454.4578313252
user_3584,10,6,130430,0,7043220.0
user_3586,85,6,177227,0,3328785.3913043477
user_3588,261,4,122609,3,606724.9484536083
user_3589,393,1,2934,1,2497.021276595745
user_359,76,8,212474,2,5772878.490566038
user_3590,298,3,76533,3,251998.9024390244
user_3591,586,5,158377,1,462789.935064935
user_3592,68,9,197356,2,6524831.020408164
user_3593,440,4,131504,1,402905.87234042556
user_3594,80,6,87924,0,1726507.6363636365
user_3595,117,1,37218,3,91146.12244897959
user_3596,190,7,201189,0,2304528.5454545454
user_3597,201,2,23992,3,74780.25974025975
user_3598,213,9,248181,2,3309080.0
user_3599,446,1,41975,1,31745.79831932773
user_36,136,3,102636,3,667752.2891566266
user_360,742,1,45385,1,21163.989637305698
user_3600,67,8,208828,2,6200254.020618557
user_3601,35,4,120921,0,2678865.2307692305
user_3602,17,10,310472,2,23780834.04255319
user_3603,188,5,163691,0,1351577.0642201835
user_3604,2,9,248129,2,25123061.25
user_3605,14,6,124913,0,6132092.727272727
user_3606,524,2,34705,1,45103.97111913358
user_3607,213,1,38810,3,57496.2962962963
user_3608,19,6,150440,0,6631640.816326531
user_3609,62,9,263936,2,9295137.391304348
user_361,455,2,77008,1,114321.15463917528
user_3610,113,3,84803,3,640470.2097902098
user_3611,102,4,112819,0,1230752.727272727
user_3612,94,7,238558,2,4848114.193548388
user_3613,188,6,110448,0,1094347.1559633028
user_3614,58,4,103342,0,1691050.909090909
user_3615,88,4,54285,3,662461.0169491526
user_3616,67,9,180143,2,6017147.62886598
user_3617,22,6,168057,0,6980829.230769231
user_3618,3,7,91781,0,7008730.909090908
user_3619,152,10,203285,2,4021021.9780219784
user_362,535,2,68039,1,86704.56637168142
user_3620,65,6,194309,0,4417973.052631579
user_3621,7,5,124893,0,6075875.675675675
user_3622,14,7,132796,0,7605589.09090909
user_3623,519,3,61426,1,120838.03278688525
user_3624,79,5,133404,0,2203001.8348623854
user_3625,43,10,231736,2,11428076.712328766
user_3626,47,5,136604,0,3193340.25974026
user_3627,114,5,135636,0,1695450.0
user_3629,52,6,194754,0,5130105.365853659
user_363,68,10,243862,2,8958195.918367347
user_3630,135,4,81699,3,713009.4545454546
user_3632,97,4,122970,0,1394305.5118110236
user_3633,58,8,201628,2,6598734.545454545
user_3635,302,3,115662,3,376249.8795180723
user_3636,70,5,123515,0,2223270.0
user_3637,34,6,152591,0,5149946.25
user_3638,485,6,149747,1,628065.0873786408
user_3639,7,2,17521,3,340949.1891891892
user_364,46,3,73641,3,1046477.3684210527
user_3640,91,8,221872,2,5280920.3305785125
user_3641,409,2,54062,1,88666.60592255126
user_3642,77,7,173866,0,4094788.0373831773
user_3643,3,8,182075,2,15890181.818181816
user_3644,201,6,171403,0,1602729.3506493506
user_3645,7,9,249852,2,21878931.89189189
user_3646,90,3,78489,3,706401.0
user_3647,185,5,122198,0,1023053.0232558139
user_3648,15,10,249096,2,19927680.0
user_3649,24,7,171881,0,8021113.333333333
user_365,51,10,312906,2,13906933.333333332
user_3650,204,6,160971,0,1485886.153846154
user_3651,43,8,213916,2,8439425.753424658
user_3652,212,2,25718,3,76516.36363636363
user_3653,1,4,121270,0,5633187.0967741925
user_3654,167,10,258531,2,4724424.365482233
user_3655,21,10,300689,2,21225105.88235294
user_3657,78,8,224933,2,5998213.333333333
user_3658,198,4,109943,3,694376.8421052631
user_3659,582,4,98332,1,231369.4117647059
user_366,81,6,149242,0,2904168.6486486485
user_3660,284,8,176466,0,1618541.6560509554
user_3661,92,10,222676,2,6570767.213114754
user_3662,76,10,227009,2,7709739.622641509
user_3663,212,6,150916,0,1347018.8429752067
user_3664,66,4,140615,0,2109225.0
user_3665,723,1,15571,1,7444.302788844621
user_3666,9,7,174376,0,11267372.307692308
user_3668,8,9,209408,2,17854787.36842105
user_3669,57,5,151892,0,3142593.103448276
user_367,12,10,227668,2,19514400.0
user_3670,97,9,201332,2,5136343.937007874
user_3671,157,7,169243,0,2280707.807486631
user_3672,93,8,207863,2,4867036.097560976
user_3673,350,1,23637,1,22392.947368421053
user_3674,16,2,52721,3,825198.2608695653
user_3675,725,1,42707,1,20363.60264900662
user_3676,30,7,210655,2,8847510.0
user_3677,36,2,75695,3,825763.6363636364
user_3678,164,9,200374,2,3346452.3711340204
user_3679,31,9,276173,2,14668860.983606558
user_368,339,5,92385,3,450658.53658536583
user_3680,67,8,186433,2,5535330.30927835
user_3681,137,9,241736,2,4689967.904191617
user_3682,201,5,76960,3,599688.3116883116
user_3683,41,8,199370,2,8087121.126760563
user_3684,54,7,101740,0,3052200.0
user_3685,59,9,163186,2,5940703.820224719
user_3686,445,1,21775,1,16503.15789473684
user_3687,317,6,132576,0,825256.9452449568
user_3688,55,10,347161,2,14703289.411764707
user_3689,91,10,216826,2,6451021.487603306
user_3690,44,8,211295,2,8223372.972972972
user_3691,420,1,13977,1,11181.6
user_3692,540,2,58951,1,74464.42105263157
user_3693,223,3,92538,3,395023.87351778656
user_3694,199,2,87113,3,273892.40174672485
user_3695,259,2,35693,3,88923.73702422145
user_3696,29,9,336332,2,18469757.288135592
user_3697,45,6,132554,0,3817555.2
user_3698,70,5,110941,0,1996938.0
user_3699,403,1,35468,1,29488.4064665127
user_37,25,9,203402,2,11982226.909090908
user_370,190,3,39890,3,195823.63636363638
user_3701,42,8,147854,0,5914160.0
user_3702,4,6,142698,0,9065520.0
user_3703,99,4,106532,3,1189194.4186046512
user_3704,133,2,39099,3,172707.23926380367
user_3705,75,10,175043,2,6001474.285714285
user_3707,11,6,178692,0,9414017.56097561
user_3708,122,7,201808,2,3345764.210526316
user_3709,295,1,19350,3,21433.846153846152
user_371,73,8,198738,2,5556946.019417476
user_3710,459,3,99242,1,219184.7852760736
user_3713,112,9,240435,2,5485981.690140845
user_3714,10,7,172575,0,10872225.0
user_3715,3,5,139430,0,7605272.727272727
user_3716,1,10,238987,2,27753329.032258064
user_3717,40,5,147039,0,3781002.8571428577
user_3718,51,3,76784,3,1023786.6666666666
user_3719,198,7,234925,2,2596539.473684211
user_3720,10,2,19413,3,349434.0
user_3721,30,10,246069,2,14764140.0
user_3722,447,3,86072,1,194880.0
user_3723,29,7,205147,2,8762210.847457627
user_3724,154,2,53190,3,208134.78260869565
user_3725,212,7,176565,0,1838610.743801653
user_3727,232,3,71028,3,292787.1755725191
user_3728,141,7,132249,0,1948932.6315789474
user_3729,112,4,158797,0,1610335.7746478873
user_373,31,9,181165,2,9622534.426229509
user_3731,319,1,23637,3,24382.005730659028
user_3732,67,3,62193,3,692458.1443298969
user_3734,174,4,110495,3,779964.705882353
user_3735,18,2,11181,3,167715.0
user_3736,388,5,126288,1,543823.9234449761
user_3737,49,7,221589,2,7068408.607594937
user_3738,6,7,224312,2,15701840.0
user_3739,487,2,51573,1,71823.13346228239
user_374,373,1,27878,1,24903.424317617864
user_3740,95,7,241577,2,4870192.32
user_3741,574,1,29478,1,17569.668874172185
user_3742,41,10,299192,2,15170298.591549296
user_3743,25,8,169407,0,8870766.545454545
user_3744,65,4,105292,0,1596005.052631579
user_3745,95,3,115385,3,996926.4000000001
user_3746,25,9,193073,2,11373754.909090908
user_3747,10,7,190735,0,12016305.0
user_3748,6,10,197673,2,19767300.0
user_3749,389,6,136316,0,702726.8735083533
user_375,240,4,159177,0,848944.0
user_3750,337,2,67487,3,132399.56403269756
user_3751,258,9,227415,2,2558418.75
user_3752,395,3,51044,1,129711.81176470588
user_3753,210,7,118913,0,1248586.5
user_3754,313,1,33701,3,35371.31195335277
user_3755,13,5,88539,0,3706283.7209302327
user_3756,56,2,36724,3,307456.74418604653
user_3758,250,5,113245,0,728003.5714285714
user_3759,156,6,144802,0,1681571.6129032257
user_376,144,5,95435,0,987258.6206896552
user_3760,435,4,140512,1,435133.93548387097
user_3761,797,1,26881,1,11701.523579201934
user_3763,51,5,62877,3,1397266.6666666665
user_3764,39,5,78745,0,2054217.391304348
user_3765,371,3,63355,1,170631.92019950124
user_3766,126,3,86052,3,595744.6153846154
user_3767,186,2,57338,3,191126.66666666666
user_3768,483,1,47468,1,33310.87719298245
user_3769,82,3,107586,3,1037436.4285714285
user_377,180,7,190896,0,2290752.0
user_3770,82,5,88970,0,1429875.0
user_3771,54,5,117131,0,2509950.0
user_3773,294,5,107158,3,595322.2222222221
user_3774,154,1,33880,3,66286.95652173912
user_3775,505,1,6926,1,4660.485981308411
user_3776,423,2,60969,1,96904.37086092716
user_3777,287,9,190035,2,1942313.5646687697
user_3778,25,8,284501,2,14897506.909090908
user_3779,264,3,105503,3,387562.0408163265
user_378,77,9,221847,2,6717610.093457944
user_3780,53,9,196796,2,7682157.108433736
user_3782,175,6,157383,0,1658279.4146341465
user_3783,143,10,302009,2,6284580.346820809
user_3784,118,10,300936,2,7320064.864864864
user_3785,347,4,103468,3,395209.33687002654
user_3786,47,10,195476,2,9139137.662337663
user_3787,196,8,289975,2,3695256.6371681415
user_3788,136,9,218194,2,4258726.265060241
user_3789,63,6,190624,0,4427396.129032258
user_379,135,4,123906,0,1081361.4545454546
user_3792,105,10,244069,2,6508506.666666667
user_3793,233,2,11365,3,31113.307984790878
user_3794,104,9,188989,2,4569584.776119403
user_3795,121,6,113137,0,1618383.5761589403
user_3796,107,7,213660,2,3930096.3503649635
user_3797,117,4,76366,3,748075.1020408162
user_3798,69,4,72729,3,1057876.3636363638
user_3799,180,4,54376,3,372864.0
user_38,149,9,239028,2,4326540.33519553
user_380,13,6,138850,0,6974790.697674419
user_3802,228,2,21863,3,61013.023255813954
user_3803,35,9,225435,2,11237067.69230769
user_3804,1,6,126884,0,8840949.677419353
user_3805,39,6,123289,0,3859481.739130435
user_3806,347,7,176068,0,1176900.1591511937
user_3807,320,4,114509,3,471122.7428571429
user_3808,267,7,155377,0,1318350.303030303
user_381,33,3,36147,3,619662.8571428572
user_3810,22,9,277506,2,17290758.46153846
user_3811,127,4,85688,3,785928.152866242
user_3812,17,7,147723,0,7920467.234042553
user_3813,1,4,141003,0,6549816.774193548
user_3814,13,8,165075,0,11056186.046511628
user_3815,580,1,21243,1,12536.852459016394
user_3817,69,3,63916,3,697265.4545454546
user_3818,220,9,173832,2,2252862.72
user_382,100,7,178028,0,3451004.307692307
user_3820,791,1,28474,1,12485.554202192448
user_3821,24,6,165038,0,6601520.0
user_3822,29,9,234702,2,12888720.0
user_3824,759,1,583,1,266.00760456273764
user_3825,164,10,261802,2,4858181.443298969
user_3826,97,1,18427,3,52234.015748031496
user_3827,109,4,152063,0,1575328.9208633094
user_3828,39,9,200320,2,9406330.43478261
user_383,54,6,184830,0,4752771.428571429
user_3831,18,8,253658,2,15219480.0
user_3832,251,4,120025,3,615074.7330960854
user_3833,94,5,145731,0,2115450.0000000005
user_3834,291,6,92411,0,621831.0280373832
user_3835,464,3,42236,1,92337.81376518217
user_3836,138,9,217511,2,4194855.0
user_3837,188,9,258435,2,3840960.5504587158
user_3838,50,8,226748,2,8162927.999999999
user_384,209,10,247402,2,3726557.3221757323
user_3840,18,5,120533,0,4519987.5
user_3841,42,8,189012,2,7560480.0
user_3842,4,9,181932,2,17337049.411764707
user_3843,95,4,55747,3,642205.4400000001
user_3844,4,7,95119,0,7049996.470588235
user_3845,762,1,32672,1,14850.909090909092
user_3846,335,3,49629,3,146847.45205479453
user_3848,64,3,128990,3,1482012.7659574468
user_3849,189,7,197064,0,2267585.7534246575
user_385,51,9,275091,2,11003640.0
user_3851,242,3,90474,3,359235.0
user_3852,539,2,11004,1,13924.217926186293
user_3853,148,1,34606,3,69989.66292134831
user_3854,288,8,241044,2,2183040.0
user_3855,314,8,185915,2,1556497.6744186047
user_3856,201,8,197405,2,2461153.2467532465
user_3857,194,7,117533,0,1322246.25
user_3858,2,9,232541,2,23544776.25
user_3859,22,10,256982,2,17791061.538461536
user_386,2,7,177663,0,13990961.25
user_3860,28,10,253257,2,15719400.0
user_3861,143,7,147800,0,2152924.8554913295
user_3862,341,2,23400,3,45412.39892183288
user_3863,76,7,212706,2,5056784.150943397
user_3864,63,8,223970,2,6935845.161290322
user_3865,101,5,152822,0,2099844.2748091603
user_3866,99,5,115878,0,1616902.3255813953
user_3867,191,6,151851,0,1484154.5701357466
user_3868,112,2,24904,3,126273.8028169014
user_3869,30,10,233438,2,14006280.0
user_387,349,7,218703,2,1454172.981530343
user_3871,42,6,117777,0,3533310.0
user_3872,315,1,4842,3,5052.521739130435
user_3873,297,4,121675,3,535816.5137614679
user_3874,592,3,124332,1,215881.92926045015
user_3875,125,6,107233,0,1494343.7419354839
user_3876,83,6,162963,0,3115044.9557522126
user_3877,282,1,5533,3,6384.230769230769
user_3878,457,5,147913,1,546701.0266940452
user_3879,32,9,324367,2,16950791.612903226
user_388,815,1,43202,1,18405.585798816566
user_3880,27,8,295324,2,14921633.684210528
user_3881,152,6,199305,0,2365378.021978022
user_3882,194,4,85283,3,548247.8571428572
user_3883,10,10,243724,2,21935160.0
user_3884,71,8,191143,2,5450414.257425742
user_3886,152,8,223477,2,3536339.340659341
user_3887,36,6,107191,0,3508069.090909091
user_3888,29,7,199600,2,8525288.13559322
user_3889,125,2,59527,3,276512.51612903224
user_389,7,5,129041,0,6277670.27027027
user_3890,112,6,175338,0,2667113.23943662
user_3892,24,10,248899,2,16593266.666666666
user_3893,75,9,225231,2,6949985.142857143
user_3894,123,9,291962,2,6182724.705882354
user_3895,221,4,82554,3,473616.57370517927
