client_id,recency,frequency,monetary,cluster
user_2970,25,2,33677,3
user_2971,385,1,45716,1
user_2972,4,9,277249,2
user_2973,12,5,109525,0
user_2974,47,5,141583,0
user_2975,25,9,155616,2
user_2977,34,9,209536,2
user_2978,18,3,110132,3
user_2979,224,6,183118,0
user_298,240,7,199179,0
user_2980,7,6,138101,0
user_2981,48,4,93895,3
user_2982,88,3,58512,3
user_2983,35,2,61045,3
user_2984,13,5,178295,0
user_2985,146,9,220991,2
user_2986,104,8,228181,2
user_2987,98,4,71926,3
user_2988,41,2,39854,3
user_2989,111,3,84572,3
user_299,122,3,72190,3
user_2990,125,4,52164,3
user_2991,3,10,283163,2
user_2992,39,7,158633,0
user_2993,162,5,97450,0
user_2996,103,9,180065,2
user_2997,189,3,93534,3
user_2998,499,3,120252,1
user_2999,750,1,27831,1
user_3,380,1,33416,1
user_30,80,10,241687,2
user_300,527,1,22091,1
user_3000,684,1,19137,1
user_3001,85,8,270468,2
user_3004,13,2,30150,3
user_3005,209,1,48849,3
user_3006,10,8,260618,2
user_3007,259,4,125752,3
user_3009,168,8,191581,2
user_301,99,3,71400,3
user_3010,299,6,124395,0
user_3011,261,2,25390,3
user_3012,162,9,234797,2
user_3013,430,2,28191,1
user_3014,120,5,110871,0
user_3015,71,8,241934,2
user_3016,66,1,26850,3
user_3017,53,7,200895,2
user_3018,246,2,30381,3
user_3019,6,7,179914,0
user_302,115,5,148075,0
user_3021,28,6,190178,0
user_3023,257,4,77466,3
user_3024,1,10,240742,2
user_3025,22,4,142765,0
user_3026,21,10,260540,2
user_3027,5,8,121437,0
user_3028,173,7,202982,0
user_3029,174,7,222046,2
user_303,280,5,91142,3
user_3030,211,8,261702,2
user_3031,25,5,127709,0
user_3032,16,3,71475,3
user_3033,154,5,170078,0
user_3034,667,1,10676,1
user_3035,808,1,31748,1
user_3036,61,5,104344,0
user_3037,365,4,147283,3
user_3038,60,10,213750,2
user_3039,139,4,56562,3
user_304,313,3,115048,3
user_3040,278,1,44408,3
user_3041,115,7,184828,0
user_3042,124,7,136884,0
user_3043,770,1,45230,1
user_3044,739,1,28001,1
user_3045,51,10,276781,2
user_3046,83,7,176803,0
user_3048,5,3,45259,3
user_3049,346,3,54207,3
user_305,91,10,230678,2
user_3050,127,4,100307,3
user_3051,572,1,2019,1
user_3052,254,9,218689,2
user_3053,415,1,37397,1
user_3054,256,9,250437,2
user_3055,314,4,80731,3
user_3056,82,2,20807,3
user_3057,75,5,99807,0
user_3058,31,9,252264,2
user_3059,26,8,170246,0
user_3060,122,3,79737,3
user_3061,96,8,169467,0
user_3062,166,9,255012,2
user_3063,57,7,156500,0
user_3064,599,5,98169,1
user_3065,21,5,112739,0
user_3066,17,6,164305,0
user_3067,82,1,1457,3
user_3068,30,10,200238,2
user_3069,20,8,201848,2
user_307,170,4,65350,3
user_3070,197,7,195914,0
user_3071,73,6,194453,0
user_3072,152,6,141251,0
user_3073,133,1,3139,3
user_3074,38,10,212578,2
user_3075,70,10,239923,2
user_3076,213,4,120290,3
user_3077,12,10,284097,2
user_3078,89,10,283837,2
user_3079,84,7,75850,0
user_308,5,10,224290,2
user_3080,120,4,58398,3
user_3081,247,7,241906,2
user_3082,14,9,255744,2
user_3083,233,8,275939,2
user_3084,9,4,47707,3
user_3085,124,5,115802,0
user_3088,19,4,89944,3
user_3089,203,8,179984,2
user_309,338,2,59644,3
user_3090,185,9,224736,2
user_3091,286,3,77258,3
user_3092,81,4,67834,3
user_3093,381,2,71370,1
user_3094,180,6,117484,0
user_3095,92,4,102711,3
user_3096,269,6,123135,0
user_3097,51,2,43345,3
user_3098,103,3,52791,3
user_3099,306,1,36404,3
user_31,478,4,96141,1
user_3100,111,8,194352,2
user_3101,56,4,102813,0
user_3102,24,10,254034,2
user_3103,200,1,32875,3
user_3104,233,5,70445,3
user_3105,124,7,87928,0
user_3106,60,6,158992,0
user_3107,84,7,132316,0
user_3108,405,3,103539,1
user_3109,6,10,252391,2
user_311,2,10,301855,2
user_3110,219,6,160066,0
user_3111,496,1,47230,1
user_3112,179,1,34134,3
user_3113,226,2,60424,3
user_3114,89,1,29311,3
user_3115,40,9,218974,2
user_3116,575,1,27220,1
user_3117,370,6,183150,0
user_3118,95,4,92534,3
user_3119,130,8,107872,0
user_312,102,5,103848,0
user_3120,346,2,48644,3
user_3121,351,1,47916,1
user_3122,201,2,45938,3
user_3123,320,2,64081,3
user_3124,84,7,107769,0
user_3125,103,4,74470,3
user_3126,381,2,49872,1
user_3127,19,8,222497,2
user_3128,51,2,21587,3
user_3129,9,8,220678,2
user_313,219,8,281792,2
user_3130,83,9,243405,2
user_3131,553,2,81545,1
user_3132,44,1,7466,3
user_3133,317,3,110308,3
user_3134,10,10,183197,2
user_3135,25,6,169102,0
user_3136,515,1,49095,1
user_3137,63,4,91453,3
user_3139,478,5,151568,1
user_314,247,6,120548,0
user_3140,145,2,23815,3
user_3141,45,9,251860,2
user_3142,134,7,176778,0
user_3143,82,5,59972,3
user_3144,425,7,211681,0
user_3145,52,8,210389,2
user_3147,165,3,73929,3
user_3149,21,7,145981,0
user_315,536,1,26756,1
user_3150,85,8,142663,0
user_3151,48,6,128888,0
user_3152,122,9,194490,2
user_3154,96,10,288255,2
user_3155,311,4,70265,3
user_3156,27,9,241176,2
user_3157,188,4,117001,3
user_3158,70,9,251091,2
user_3159,1,10,230999,2
user_316,34,8,180451,2
user_3160,419,2,80642,1
user_3161,51,6,176225,0
user_3162,93,6,119177,0
user_3163,124,10,271904,2
user_3164,124,4,84467,3
user_3166,9,10,324169,2
user_3167,133,6,125827,0
user_3168,99,10,269066,2
user_3169,95,6,141666,0
user_317,326,9,151663,0
user_3170,165,6,130751,0
user_3171,39,9,206282,2
user_3172,601,1,25208,1
user_3173,481,2,74959,1
user_3174,271,2,48830,3
user_3175,27,4,95550,3
user_3176,65,3,78570,3
user_3177,13,9,170419,2
user_3178,582,3,107106,1
user_3179,698,1,17747,1
user_318,27,6,129285,0
user_3181,3,6,168382,0
user_3182,9,8,196125,2
user_3183,77,10,282617,2
user_3184,16,4,71343,3
user_3185,121,6,155897,0
user_3186,165,3,101827,3
user_3187,305,8,190045,2
user_3188,56,7,175225,0
user_3189,86,3,80042,3
user_319,13,9,191486,2
user_3190,145,2,50814,3
user_3191,423,5,127422,1
user_3192,4,8,202664,2
user_3194,325,2,34630,3
user_3195,36,6,126969,0
user_3196,13,6,193052,0
user_3197,376,5,91416,3
user_3198,197,10,179462,2
user_3199,318,6,166678,0
user_32,277,3,128017,3
user_320,176,2,41496,3
user_3200,119,7,147174,0
user_3201,15,7,213494,2
user_3202,115,7,113274,0
user_3203,212,5,125454,0
user_3204,21,10,306287,2
user_3206,3,4,153529,0
user_3207,77,7,139557,0
user_3208,738,2,88257,1
user_3209,43,5,110370,0
user_321,214,2,32211,3
user_3210,149,2,61817,3
user_3211,204,8,213986,2
user_3212,37,8,200957,2
user_3213,5,8,250747,2
user_3214,676,1,21489,1
user_3215,149,4,91262,3
user_3216,7,6,148757,0
user_3217,304,3,50053,3
user_3218,227,2,49203,3
user_322,705,3,96662,1
user_3220,316,4,104478,3
user_3222,111,9,254047,2
user_3223,88,7,124196,0
user_3224,82,6,131023,0
user_3225,74,1,32995,3
user_3226,575,3,81586,1
user_3227,39,6,171197,0
user_3228,17,3,89463,3
user_3229,242,7,103745,0
user_323,91,8,204999,2
user_3230,159,5,87099,3
user_3232,229,7,133628,0
user_3233,548,2,23487,1
user_3234,255,4,94546,3
user_3235,422,2,69585,1
user_3236,156,7,98927,0
user_3237,518,1,44780,1
user_3238,3,9,257680,2
user_3239,75,7,222696,2
user_324,450,2,46167,1
user_3240,62,10,294988,2
user_3241,245,5,121127,0
user_3242,135,9,230807,2
user_3244,17,9,204672,2
user_3245,90,9,206651,2
user_3246,246,2,49146,3
user_3247,60,10,254524,2
user_3248,39,3,27959,3
user_3249,39,2,27911,3
user_325,181,4,103266,3
user_3250,109,6,183548,0
user_3251,37,6,146951,0
user_3252,11,7,177941,0
user_3253,56,5,86330,0
user_3254,72,10,283467,2
user_3257,375,2,45821,1
user_3258,276,2,87049,3
user_3259,76,10,262472,2
user_326,194,8,156044,0
user_3260,15,2,67722,3
user_3261,128,7,170409,0
user_3262,12,9,254649,2
user_3263,190,10,243628,2
user_3264,116,3,34756,3
user_3265,65,6,189072,0
user_3267,32,5,139454,0
user_3268,764,1,3191,1
user_3269,68,8,270663,2
user_327,463,1,1442,1
user_3270,69,1,5461,3
user_3271,96,10,199020,2
user_3272,253,1,12568,3
user_3273,1,10,303388,2
user_3274,718,1,36315,1
user_3275,139,6,140170,0
user_3276,14,2,38998,3
user_3277,21,9,164534,2
user_3279,63,9,226376,2
user_328,157,3,106874,3
user_3280,194,10,272818,2
user_3281,52,6,201748,0
user_3282,18,6,160132,0
user_3283,98,8,147231,0
user_3284,207,5,122936,0
user_3285,186,10,273104,2
user_3286,213,5,112978,0
user_3287,627,1,23973,1
user_3288,138,10,306906,2
user_3289,1,7,142985,0
user_329,1,5,104935,0
user_3290,707,1,32454,1
user_3291,175,9,283524,2
user_3292,59,3,46218,3
user_3293,69,6,147657,0
user_3294,103,3,61912,3
user_3295,65,7,115379,0
user_3296,124,3,56429,3
user_3297,16,9,184412,2
user_3298,206,4,88447,3
user_33,86,6,146606,0
user_330,33,4,86399,3
user_3300,197,3,89977,3
user_3301,88,3,86605,3
user_3302,22,9,203760,2
user_3303,224,5,103875,0
user_3304,169,10,212324,2
user_3305,102,9,268848,2
user_3306,431,3,94112,1
user_3307,137,1,11962,3
user_3308,42,8,235005,2
user_3309,314,1,35770,3
user_331,47,9,240172,2
user_3310,215,3,107608,3
user_3312,44,10,236014,2
user_3313,208,10,223871,2
user_3314,485,1,46705,1
user_3315,13,10,190190,2
user_3316,296,3,51783,3
user_3317,7,7,111985,0
user_3318,134,5,129479,0
user_332,2,7,166154,0
user_3320,694,1,37726,1
user_3321,46,9,253385,2
user_3322,37,5,126650,0
user_3323,337,3,85638,3
user_3324,25,10,280653,2
user_3325,172,6,97363,0
user_3326,224,6,195353,0
user_3327,256,4,104764,3
user_3328,248,1,26217,3
user_3329,12,5,108565,0
user_333,27,10,223486,2
user_3330,107,8,170056,0
user_3331,155,5,114432,0
user_3332,3,10,210328,2
user_3333,180,5,68601,3
user_3334,171,10,302783,2
user_3335,228,3,104117,3
user_3336,104,5,51362,3
user_3337,32,3,91119,3
user_3338,288,3,88061,3
user_334,104,10,166141,2
user_3340,581,2,34581,1
user_3341,21,9,225072,2
user_3342,19,6,158463,0
user_3343,439,2,58813,1
user_3344,207,3,65128,3
user_3345,249,6,161786,0
user_3346,189,6,160005,0
user_3348,97,8,181437,2
user_3349,292,2,55040,3
user_335,22,6,104630,0
user_3350,16,5,101897,0
user_3351,169,3,20846,3
user_3352,7,3,52135,3
user_3353,33,8,214402,2
user_3354,226,5,128398,0
user_3356,24,5,152959,0
user_3357,533,3,95518,1
user_3358,81,9,239989,2
user_3359,226,4,49944,3
user_336,252,3,77984,3
user_3360,78,6,178619,0
user_3361,73,5,133752,0
user_3362,191,6,136036,0
user_3363,6,10,214303,2
user_3364,1,7,166813,0
user_3365,25,6,141944,0
user_3366,9,8,210343,2
user_3367,252,3,96338,3
user_3368,5,9,243817,2
user_3369,360,7,104821,0
user_337,138,2,18958,3
user_3370,211,2,48593,3
user_3371,64,8,268287,2
user_3372,99,10,252746,2
user_3373,1,7,273153,2
user_3374,70,7,226693,2
user_3375,11,8,156232,0
user_3376,397,2,78954,1
user_3377,55,5,120294,0
user_3378,54,10,159378,2
user_3379,94,3,104176,3
user_338,13,7,191145,0
user_3380,103,3,107581,3
user_3381,77,7,123224,0
user_3382,247,3,77462,3
user_3384,338,5,144120,0
user_3385,118,9,298857,2
user_3386,113,7,107640,0
user_3387,249,4,85163,3
user_3388,435,5,89510,1
user_3389,74,10,245875,2
user_3390,39,7,149635,0
user_3391,107,10,301504,2
user_3392,59,9,220393,2
user_3393,4,4,51030,3
user_3394,38,3,60671,3
user_3395,24,10,329249,2
user_3396,23,7,163062,0
user_3397,531,3,53874,1
user_3399,202,10,233205,2
user_34,4,7,175704,0
user_340,166,7,169176,0
user_3400,325,1,34237,3
user_3401,22,7,126820,0
user_3402,57,7,167448,0
user_3403,340,3,47494,3
user_3404,44,4,84912,3
user_3405,7,9,200081,2
user_3406,20,9,245774,2
user_3407,353,2,69159,1
user_3408,74,3,100761,3
user_3409,333,6,141062,0
user_341,17,3,87314,3
user_3410,120,6,234640,2
user_3411,138,5,80684,3
user_3412,85,3,71875,3
user_3413,26,2,44421,3
user_3415,125,3,80239,3
user_3416,134,7,204999,2
user_3417,809,1,27875,1
user_3418,312,3,81658,3
user_3419,455,5,182683,1
user_342,427,4,91397,1
user_3420,110,7,205854,2
user_3421,3,8,205968,2
user_3422,279,6,199122,0
user_3423,79,3,89024,3
user_3424,122,10,191554,2
user_3425,115,4,133296,0
user_3426,85,7,185642,0
user_3427,627,1,8818,1
user_3428,400,1,33255,1
user_3429,225,4,102663,3
user_343,21,6,135871,0
user_3430,27,7,161632,0
user_3431,211,5,161795,0
user_3432,13,9,165108,2
user_3434,141,4,135435,0
user_3435,35,9,125916,0
user_3436,91,10,220317,2
user_3437,127,7,239686,2
user_3438,149,2,95481,3
user_3439,471,5,142521,1
user_344,279,9,184141,2
user_3440,243,5,142515,0
user_3441,129,9,156537,2
user_3442,122,9,232236,2
user_3443,60,9,228335,2
user_3445,122,7,151666,0
user_3446,145,8,202533,2
user_3448,57,6,142689,0
user_3449,653,2,40832,1
user_345,45,6,140321,0
user_3450,7,9,195523,2
user_3451,220,10,243928,2
user_3452,101,3,92645,3
user_3454,457,2,23331,1
user_3455,3,8,266539,2
user_3457,11,6,95537,0
user_3458,70,7,152478,0
user_3459,54,8,225447,2
user_3460,68,8,178447,2
user_3461,214,4,129613,3
user_3462,293,1,25892,3
user_3463,90,9,202543,2
user_3464,250,2,89854,3
user_3465,14,6,146150,0
user_3466,38,10,245297,2
user_3468,67,6,181851,0
user_3469,156,9,129239,0
user_347,255,2,52553,3
user_3470,13,4,142438,0
user_3471,39,8,203028,2
user_3472,261,3,66693,3
user_3474,151,4,105654,3
user_3475,124,7,169112,0
user_3476,313,5,155285,0
user_3477,60,8,238011,2
user_3478,136,10,275691,2
user_3479,48,2,65008,3
user_348,280,2,39282,3
user_3480,63,8,184130,2
user_3481,336,8,193365,2
user_3482,196,5,176076,0
user_3483,5,6,122135,0
user_3484,8,7,132142,0
user_3485,49,9,277296,2
user_3486,21,7,221617,2
user_3487,107,5,114847,0
user_3488,45,2,64940,3
user_3489,46,3,80938,3
user_349,393,3,48835,1
user_3490,219,9,262071,2
user_3491,128,1,30412,3
user_3492,98,2,56533,3
user_3493,26,7,132759,0
user_3494,265,8,181480,0
user_3495,309,3,100831,3
user_3496,60,6,112158,0
user_3498,99,7,114955,0
user_3499,36,10,221323,2
user_35,19,6,122744,0
user_350,63,3,99566,3
user_3502,360,6,136781,0
user_3504,215,5,102226,0
user_3505,19,1,34065,3
user_3506,10,9,231752,2
user_3507,523,1,29069,1
user_3508,47,7,196422,0
user_3509,29,6,171274,0
user_351,42,3,10945,3
user_3510,77,9,257743,2
user_3511,107,8,219897,2
user_3512,559,2,75127,1
user_3513,553,5,144023,1
user_3514,12,4,91844,3
user_3515,98,10,208361,2
user_3516,19,10,243781,2
user_3517,75,1,27849,3
user_3518,277,1,11764,3
user_3519,20,10,251144,2
user_3520,72,10,291619,2
user_3521,371,4,83382,1
user_3522,319,4,93825,3
user_3523,478,1,10962,1
user_3524,17,7,153964,0
user_3525,652,1,41407,1
user_3526,35,9,253603,2
user_3527,53,6,79077,0
user_3528,196,4,51397,3
user_3529,69,6,145987,0
user_353,7,9,240747,2
user_3530,220,10,246283,2
user_3531,58,10,257787,2
user_3532,296,10,275692,2
user_3533,46,5,157404,0
user_3534,114,3,62572,3
user_3535,82,7,141358,0
user_3536,34,10,205703,2
user_3537,108,7,128489,0
user_3538,31,7,176315,0
user_3539,212,4,78529,3
user_354,246,2,63512,3
user_3540,55,7,223368,2
user_3541,156,8,266344,2
user_3542,37,3,61432,3
user_3544,165,5,119287,0
user_3545,15,5,148544,0
user_3546,5,8,218007,2
user_3547,71,4,82562,3
user_3548,96,3,69099,3
user_3549,43,7,184590,0
user_355,115,1,14277,3
user_3550,10,8,210036,2
user_3551,461,2,39651,1
user_3552,299,5,102587,3
user_3553,90,3,30644,3
user_3554,29,10,285487,2
user_3555,89,6,154017,0
user_3556,169,2,84647,3
user_3558,128,4,98968,3
user_3559,30,10,218851,2
user_356,142,9,196683,2
user_3561,451,2,25028,1
user_3562,26,5,122203,0
user_3563,32,4,97496,3
user_3564,28,3,91678,3
user_3566,43,5,109446,0
user_3567,50,2,37305,3
user_3568,123,8,173263,0
user_3569,191,3,63861,3
user_357,35,9,321648,2
user_3570,311,3,73962,3
user_3571,261,2,59889,3
user_3572,6,7,110558,0
user_3574,107,6,171753,0
user_3575,45,3,92962,3
user_3576,128,8,215663,2
user_3577,13,6,114498,0
user_3578,502,7,179164,1
user_3579,68,8,220213,2
user_358,26,10,284167,2
user_3580,175,10,234414,2
user_3582,53,4,78588,3
user_3584,10,6,130430,0
user_3586,85,6,177227,0
user_3588,261,4,122609,3
user_3589,393,1,2934,1
user_359,76,8,212474,2
user_3590,298,3,76533,3
user_3591,586,5,158377,1
user_3592,68,9,197356,2
user_3593,440,4,131504,1
user_3594,80,6,87924,0
user_3595,117,1,37218,3
user_3596,190,7,201189,0
user_3597,201,2,23992,3
user_3598,213,9,248181,2
user_3599,446,1,41975,1
user_36,136,3,102636,3
user_360,742,1,45385,1
user_3600,67,8,208828,2
user_3601,35,4,120921,0
user_3602,17,10,310472,2
user_3603,188,5,163691,0
user_3604,2,9,248129,2
user_3605,14,6,124913,0
user_3606,524,2,34705,1
user_3607,213,1,38810,3
user_3608,19,6,150440,0
user_3609,62,9,263936,2
user_361,455,2,77008,1
user_3610,113,3,84803,3
user_3611,102,4,112819,0
user_3612,94,7,238558,2
user_3613,188,6,110448,0
user_3614,58,4,103342,0
user_3615,88,4,54285,3
user_3616,67,9,180143,2
user_3617,22,6,168057,0
user_3618,3,7,91781,0
user_3619,152,10,203285,2
user_362,535,2,68039,1
user_3620,65,6,194309,0
user_3621,7,5,124893,0
user_3622,14,7,132796,0
user_3623,519,3,61426,1
user_3624,79,5,133404,0
user_3625,43,10,231736,2
user_3626,47,5,136604,0
user_3627,114,5,135636,0
user_3629,52,6,194754,0
user_363,68,10,243862,2
user_3630,135,4,81699,3
user_3632,97,4,122970,0
user_3633,58,8,201628,2
user_3635,302,3,115662,3
user_3636,70,5,123515,0
user_3637,34,6,152591,0
user_3638,485,6,149747,1
user_3639,7,2,17521,3
user_364,46,3,73641,3
user_3640,91,8,221872,2
user_3641,409,2,54062,1
user_3642,77,7,173866,0
user_3643,3,8,182075,2
user_3644,201,6,171403,0
user_3645,7,9,249852,2
user_3646,90,3,78489,3
user_3647,185,5,122198,0
user_3648,15,10,249096,2
user_3649,24,7,171881,0
user_365,51,10,312906,2
user_3650,204,6,160971,0
user_3651,43,8,213916,2
user_3652,212,2,25718,3
user_3653,1,4,121270,0
user_3654,167,10,258531,2
user_3655,21,10,300689,2
user_3657,78,8,224933,2
user_3658,198,4,109943,3
user_3659,582,4,98332,1
user_366,81,6,149242,0
user_3660,284,8,176466,0
user_3661,92,10,222676,2
user_3662,76,10,227009,2
user_3663,212,6,150916,0
user_3664,66,4,140615,0
user_3665,723,1,15571,1
user_3666,9,7,174376,0
user_3668,8,9,209408,2
user_3669,57,5,151892,0
user_367,12,10,227668,2
user_3670,97,9,201332,2
user_3671,157,7,169243,0
user_3672,93,8,207863,2
user_3673,350,1,23637,1
user_3674,16,2,52721,3
user_3675,725,1,42707,1
user_3676,30,7,210655,2
user_3677,36,2,75695,3
user_3678,164,9,200374,2
user_3679,31,9,276173,2
user_368,339,5,92385,3
user_3680,67,8,186433,2
user_3681,137,9,241736,2
user_3682,201,5,76960,3
user_3683,41,8,199370,2
user_3684,54,7,101740,0
user_3685,59,9,163186,2
user_3686,445,1,21775,1
user_3687,317,6,132576,0
user_3688,55,10,347161,2
user_3689,91,10,216826,2
user_3690,44,8,211295,2
user_3691,420,1,13977,1
user_3692,540,2,58951,1
user_3693,223,3,92538,3
user_3694,199,2,87113,3
user_3695,259,2,35693,3
user_3696,29,9,336332,2
user_3697,45,6,132554,0
user_3698,70,5,110941,0
user_3699,403,1,35468,1
user_37,25,9,203402,2
user_370,190,3,39890,3
user_3701,42,8,147854,0
user_3702,4,6,142698,0
user_3703,99,4,106532,3
user_3704,133,2,39099,3
user_3705,75,10,175043,2
user_3707,11,6,178692,0
user_3708,122,7,201808,2
user_3709,295,1,19350,3
user_371,73,8,198738,2
user_3710,459,3,99242,1
user_3713,112,9,240435,2
user_3714,10,7,172575,0
user_3715,3,5,139430,0
user_3716,1,10,238987,2
user_3717,40,5,147039,0
user_3718,51,3,76784,3
user_3719,198,7,234925,2
user_3720,10,2,19413,3
user_3721,30,10,246069,2
user_3722,447,3,86072,1
user_3723,29,7,205147,2
user_3724,154,2,53190,3
user_3725,212,7,176565,0
user_3727,232,3,71028,3
user_3728,141,7,132249,0
user_3729,112,4,158797,0
user_373,31,9,181165,2
user_3731,319,1,23637,3
user_3732,67,3,62193,3
user_3734,174,4,110495,3
user_3735,18,2,11181,3
user_3736,388,5,126288,1
user_3737,49,7,221589,2
user_3738,6,7,224312,2
user_3739,487,2,51573,1
user_374,373,1,27878,1
user_3740,95,7,241577,2
user_3741,574,1,29478,1
user_3742,41,10,299192,2
user_3743,25,8,169407,0
user_3744,65,4,105292,0
user_3745,95,3,115385,3
user_3746,25,9,193073,2
user_3747,10,7,190735,0
user_3748,6,10,197673,2
user_3749,389,6,136316,0
user_375,240,4,159177,0
user_3750,337,2,67487,3
user_3751,258,9,227415,2
user_3752,395,3,51044,1
user_3753,210,7,118913,0
user_3754,313,1,33701,3
user_3755,13,5,88539,0
user_3756,56,2,36724,3
user_3758,250,5,113245,0
user_3759,156,6,144802,0
user_376,144,5,95435,0
user_3760,435,4,140512,1
user_3761,797,1,26881,1
user_3763,51,5,62877,3
user_3764,39,5,78745,0
user_3765,371,3,63355,1
user_3766,126,3,86052,3
user_3767,186,2,57338,3
user_3768,483,1,47468,1
user_3769,82,3,107586,3
user_377,180,7,190896,0
user_3770,82,5,88970,0
user_3771,54,5,117131,0
user_3773,294,5,107158,3
user_3774,154,1,33880,3
user_3775,505,1,6926,1
user_3776,423,2,60969,1
user_3777,287,9,190035,2
user_3778,25,8,284501,2
user_3779,264,3,105503,3
user_378,77,9,221847,2
user_3780,53,9,196796,2
user_3782,175,6,157383,0
user_3783,143,10,302009,2
user_3784,118,10,300936,2
user_3785,347,4,103468,3
user_3786,47,10,195476,2
user_3787,196,8,289975,2
user_3788,136,9,218194,2
user_3789,63,6,190624,0
user_379,135,4,123906,0
user_3792,105,10,244069,2
user_3793,233,2,11365,3
user_3794,104,9,188989,2
user_3795,121,6,113137,0
user_3796,107,7,213660,2
user_3797,117,4,76366,3
user_3798,69,4,72729,3
user_3799,180,4,54376,3
user_38,149,9,239028,2
user_380,13,6,138850,0
user_3802,228,2,21863,3
user_3803,35,9,225435,2
user_3804,1,6,126884,0
user_3805,39,6,123289,0
user_3806,347,7,176068,0
user_3807,320,4,114509,3
user_3808,267,7,155377,0
user_381,33,3,36147,3
user_3810,22,9,277506,2
user_3811,127,4,85688,3
user_3812,17,7,147723,0
user_3813,1,4,141003,0
user_3814,13,8,165075,0
user_3815,580,1,21243,1
user_3817,69,3,63916,3
user_3818,220,9,173832,2
user_382,100,7,178028,0
user_3820,791,1,28474,1
user_3821,24,6,165038,0
user_3822,29,9,234702,2
user_3824,759,1,583,1
user_3825,164,10,261802,2
user_3826,97,1,18427,3
user_3827,109,4,152063,0
user_3828,39,9,200320,2
user_383,54,6,184830,0
user_3831,18,8,253658,2
user_3832,251,4,120025,3
user_3833,94,5,145731,0
user_3834,291,6,92411,0
user_3835,464,3,42236,1
user_3836,138,9,217511,2
user_3837,188,9,258435,2
user_3838,50,8,226748,2
user_384,209,10,247402,2
user_3840,18,5,120533,0
user_3841,42,8,189012,2
user_3842,4,9,181932,2
user_3843,95,4,55747,3
user_3844,4,7,95119,0
user_3845,762,1,32672,1
user_3846,335,3,49629,3
user_3848,64,3,128990,3
user_3849,189,7,197064,0
user_385,51,9,275091,2
user_3851,242,3,90474,3
user_3852,539,2,11004,1
user_3853,148,1,34606,3
user_3854,288,8,241044,2
user_3855,314,8,185915,2
user_3856,201,8,197405,2
user_3857,194,7,117533,0
user_3858,2,9,232541,2
user_3859,22,10,256982,2
user_386,2,7,177663,0
user_3860,28,10,253257,2
user_3861,143,7,147800,0
user_3862,341,2,23400,3
user_3863,76,7,212706,2
user_3864,63,8,223970,2
user_3865,101,5,152822,0
user_3866,99,5,115878,0
user_3867,191,6,151851,0
user_3868,112,2,24904,3
user_3869,30,10,233438,2
user_387,349,7,218703,2
user_3871,42,6,117777,0
user_3872,315,1,4842,3
user_3873,297,4,121675,3
user_3874,592,3,124332,1
user_3875,125,6,107233,0
user_3876,83,6,162963,0
user_3877,282,1,5533,3
user_3878,457,5,147913,1
user_3879,32,9,324367,2
user_388,815,1,43202,1
user_3880,27,8,295324,2
user_3881,152,6,199305,0
user_3882,194,4,85283,3
user_3883,10,10,243724,2
user_3884,71,8,191143,2
user_3886,152,8,223477,2
user_3887,36,6,107191,0
user_3888,29,7,199600,2
user_3889,125,2,59527,3
user_389,7,5,129041,0
user_3890,112,6,175338,0
user_3892,24,10,248899,2
user_3893,75,9,225231,2
user_3894,123,9,291962,2
user_3895,221,4,82554,3
user_3896,36,1,35635,3
user_3897,91,5,92594,0
user_3898,457,1,18392,1
user_390,364,5,119354,3
user_3900,134,8,256410,2
user_3901,167,7,175790,0
user_3902,113,2,55857,3
user_3903,75,3,92807,3
user_3904,175,9,209045,2
user_3905,699,2,39371,1
user_3906,45,9,196714,2
user_3907,78,7,132277,0
user_3908,85,4,102577,3
user_3909,221,4,120029,3
user_391,65,8,205138,2
user_3910,9,10,281909,2
user_3911,600,2,48958,1
user_3912,132,8,215000,2
user_3913,23,6,145748,0
user_3914,115,4,110492,3
user_3915,119,6,131323,0
user_3916,94,10,220415,2
user_3917,222,4,112949,3
user_3918,174,5,146896,0
user_3919,3,9,312209,2
user_392,811,1,10454,1
user_3920,8,2,61686,3
user_3921,14,6,164078,0
user_3923,136,7,208847,2
user_3924,434,1,30971,1
user_3925,57,5,136150,0
user_3926,173,4,96329,3
user_3927,34,7,160914,0
user_3928,74,5,95046,0
user_3929,119,2,90454,3
user_393,206,4,78785,3
user_3930,23,5,171871,0
user_3931,330,2,46703,3
user_3934,30,7,163791,0
user_3935,19,6,155485,0
user_3936,6,4,162514,0
user_3937,1,4,83117,3
user_3938,28,10,273011,2
user_3939,197,6,154649,0
user_3940,1,5,146132,0
user_3941,40,6,123572,0
user_3942,112,4,125660,0
user_3943,107,9,158637,2
user_3944,196,4,56900,3
user_3945,218,2,40336,3
user_3946,127,10,234270,2
user_3947,31,9,250897,2
user_3948,79,4,130592,0
user_3949,42,3,41711,3
user_3950,353,2,87503,3
user_3951,38,8,172383,2
user_3953,179,6,140987,0
user_3957,54,10,248342,2
user_3959,212,7,184669,0
user_396,83,4,126790,0
user_3960,124,5,167823,0
user_3961,191,3,53442,3
user_3962,496,1,48040,1
user_3964,34,8,265575,2
user_3965,32,3,116956,3
user_3966,292,7,226865,2
user_3967,764,1,42132,1
user_3968,55,4,36838,3
user_3969,75,10,243170,2
user_397,125,3,73906,3
user_3970,74,6,92566,0
user_3971,703,1,33543,1
